State,District,Households_x,Population,Literacy_Rate,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening,Functional_Sub_Centres,Functional_PHCs,Functional_CHCs,Functional_SDHs,Functional_DHs,Landless_Manual_Labour,Non_Agricultural_Enterprise,Income_Tax_Households,Government_Salaried,Private_Salaried,Income_Above_10000,Refrigerator,Four_Wheeler,Kisan_Credit_Card,Reporting_Offices,Aggregate_Deposit,Gross_Bank_Credit
Rajasthan,Dungarpur,0.11082445365705225,0.12491223422351355,0.33883608470902127,0.7340966921119593,0.6084474885844748,0.7776203966005666,0.4457831325301204,0.3153846153846154,0.3004032258064516,0.13095238095238096,0.14503816793893132,0.0,0.934876989869754,0.9249363867684478,0.9968944099378882,0.0758668722949107,0.20504385964912283,0.4342291371994342,0.8996598639455782,0.9810126582278483,0.2533512064343163,0.16544655929721813,0.007009345794392523,0.46070460704607047,0.0509915014164306,0.338768115942029,0.3839662447257383,0.25517241379310346,0.6037735849056605,0.012195121951219523,0.7041666666666667,0.48992576882290567,0.3897216274089935,0.0,0.0,0.018987341772151896,0.2686335403726708,0.2955665024630542,0.38095238095238093,0.047619047619047616,0.1111111111111111,0.9316204231173068,0.12961054184603568,0.076734920584057,0.16561208132962119,0.035528219328842384,0.10936177153642415,0.03820893943750888,0.02570439940682155,0.032877647959764465,0.03155403628714173,0.0033712667176268403,0.0021249265334066974
Rajasthan,Ganganagar,0.1525629220805686,0.17744647554356874,0.5307653826913458,0.5610687022900764,0.7340182648401826,0.6713881019830029,0.13253012048192772,0.1692307692307692,0.3689516129032258,0.22916666666666663,0.07633587786259542,0.37500000000000006,0.9739507959479018,0.9707379134860054,0.870600414078675,0.09462215810158699,0.4046052631578947,0.7666195190947667,0.9047619047619049,0.9018987341772153,0.3445040214477211,0.22693997071742308,0.011682242990654207,0.3008130081300813,0.02974504249291785,0.34239130434782616,0.23839662447257381,0.4689655172413793,0.30896226415094347,0.31910569105691056,0.7916666666666666,0.5758218451749736,0.5021413276231262,0.0,0.008620689655172414,0.0,0.3253105590062112,0.3103448275862069,0.42857142857142855,0.0,0.1111111111111111,0.8851972238977132,0.17783302006912025,0.07886051206460089,0.15522090047526646,0.04109309405259561,0.2836337934087785,0.2263846608956625,0.23711409697568867,0.42252486262172595,0.06784117801735472,0.006396441210181468,0.009385010064911051
Rajasthan,Gangapurcity,0.12354300963155856,0.140186646138523,0.5546106386526598,0.5388040712468194,0.5593607305936074,0.6062322946175639,0.3012048192771084,0.30769230769230765,0.4919354838709677,0.37202380952380953,0.13994910941475827,0.18750000000000003,0.8885672937771346,0.9007633587786261,0.35869565217391297,0.1407392667031491,0.45614035087719296,0.6294200848656294,0.9489795918367346,0.958860759493671,0.3404825737265415,0.29795021961932644,0.011682242990654207,0.48373983739837406,0.10835694050991503,0.40398550724637683,0.41350210970464124,0.3126436781609196,0.39622641509433965,0.3546747967479674,0.6569444444444444,0.6134676564156947,0.49464668094218406,0.013698630136986302,0.02586206896551724,0.018987341772151896,0.14518633540372672,0.1724137931034483,0.16666666666666666,0.047619047619047616,0.1111111111111111,0.9301743813715196,0.10947068453283211,0.08963800856645411,0.15020107427093,0.03312742409315618,0.1368769757741928,0.04691833004458811,0.04812272502583921,0.056208670095518,0.02103602419142782,0.0018981967601058856,0.001573423066751279
Rajasthan,Hanumangarh,0.1322563630370689,0.1598502516796741,0.4919126229781558,0.5776081424936387,0.636986301369863,0.7946175637393769,0.14457831325301201,0.1769230769230769,0.4556451612903226,0.34226190476190477,0.055979643765903316,0.14285714285714288,0.955137481910275,0.935114503816794,0.9089026915113871,0.10233321725287299,0.3026315789473684,0.7722772277227722,0.9625850340136054,0.9683544303797468,0.33243967828418225,0.18887262079062955,0.0023364485981308414,0.39701897018970195,0.021246458923512748,0.2554347826086957,0.23206751054852318,0.3517241379310345,0.42688679245283023,0.28048780487804875,0.8069444444444446,0.5164369034994698,0.49999999999999994,0.027397260273972605,0.034482758620689655,0.03797468354430379,0.2795031055900621,0.2955665024630542,0.40476190476190477,0.0,0.1111111111111111,0.9223409959118022,0.11865639968471473,0.06910842652823619,0.1464608116088754,0.035608097913393866,0.28966111831732,0.19420123154418983,0.23149687682559655,0.48349908414483966,0.06415987378385485,0.004405901248496454,0.009103474057647724
Rajasthan,Jaipur,0.464996025265777,0.5988135876622671,0.6026346506586627,0.4987277353689568,0.49885844748858454,0.6572237960339944,0.1867469879518072,0.2,0.3326612903225806,0.1845238095238095,0.10941475826972011,0.053571428571428575,0.9710564399421129,0.9656488549618322,0.8312629399585921,0.1617829958708522,0.5646929824561403,0.7128712871287127,0.9982993197278912,0.9841772151898734,0.45978552278820367,0.11127379209370424,0.004672897196261683,0.35636856368563685,0.08923512747875355,0.24637681159420294,0.24894514767932488,0.232183908045977,0.3632075471698114,0.29065040650406504,0.7638888888888888,0.5206786850477201,0.20342612419700212,0.027397260273972605,0.05603448275862069,0.006329113924050633,0.48757763975155277,0.896551724137931,0.9761904761904762,0.0,0.1111111111111111,0.8415804719671752,0.12635663614866913,0.24342829066128327,0.547132933997019,0.1645676349726194,0.4897046144764538,0.21723566916875725,0.3885318833415719,0.5222651116101458,0.2768866684196687,0.09911598753915493,0.09512134570600903
Rajasthan,Jaisalmer,0.045591329262709555,0.05989018963198453,0.28847757211939307,0.37531806615776087,0.40525114155251146,0.4773371104815865,0.19879518072289154,0.08461538461538462,0.3185483870967742,0.03571428571428569,0.1959287531806616,0.2767857142857143,0.9073806078147613,0.8727735368956743,0.9575569358178054,0.10496990199492563,0.24451754385964908,0.6577086280056577,0.9183673469387755,0.9145569620253163,0.06836461126005361,0.1522693997071742,0.0023364485981308414,0.5162601626016261,0.0708215297450425,0.44384057971014496,0.25949367088607594,0.47126436781609193,0.3561320754716982,0.15040650406504064,0.5319444444444444,0.4581124072110287,0.3843683083511777,0.0,0.0,0.0,0.1203416149068323,0.12315270935960591,0.2619047619047619,0.0,0.1111111111111111,0.9637972953853257,0.02156470421795105,0.030025314833210498,0.0834809752805197,0.008369500581338587,0.07857270460670929,0.01767659239721432,0.041241630341976365,0.07200587803085966,0.01998422298185643,0.0015400394631179025,0.0023018729601793843
Rajasthan,Jalore,0.12827648480757262,0.16473961975160656,0.2766383191595798,0.5725190839694657,0.49657534246575347,0.5864022662889519,0.2710843373493976,0.20769230769230768,0.2318548387096774,0.056547619047619055,0.13231552162849874,0.1517857142857143,0.9247467438494935,0.9427480916030534,0.9875776397515528,0.07263320232824237,0.3059210526315789,0.6817538896746818,0.9710884353741496,0.9493670886075951,0.11528150134048255,0.14348462664714492,0.011682242990654207,0.5067750677506776,0.09206798866855524,0.5307971014492754,0.6561181434599155,0.17471264367816092,0.4363207547169812,0.01016260162601626,0.7749999999999999,0.7083775185577943,0.3897216274089935,0.006849315068493151,0.004310344827586207,0.006329113924050633,0.3167701863354037,0.3497536945812808,0.2857142857142857,0.0,0.1111111111111111,0.9461413444139133,0.28369611350269813,0.08770468164193931,0.125116004387075,0.19266714593817397,0.24107746199911453,0.046607634516290034,0.25744843391902217,0.3966842938601484,0.029976334472784645,0.0025464790706740776,0.00205693726969379
Rajasthan,Jhalawar,0.11132540074778026,0.12695500529128104,0.39453059863264967,0.4656488549618321,0.5536529680365297,0.6827195467422096,0.2831325301204819,0.23076923076923073,0.3487903225806452,0.19345238095238093,0.09414758269720103,0.45535714285714285,0.9782923299565847,0.9783715012722648,0.9565217391304347,0.0841749166708124,0.2763157894736842,0.4653465346534654,0.870748299319728,0.9778481012658227,0.11796246648793562,0.21961932650073202,0.009345794392523366,0.6585365853658537,0.1388101983002833,0.5597826086956522,0.43881856540084385,0.5632183908045977,0.43867924528301894,0.09756097560975609,0.8833333333333334,0.7200424178154824,0.30728051391862954,0.0,0.008620689655172414,0.018987341772151896,0.25077639751552794,0.22167487684729065,0.3333333333333333,0.0,0.0,0.9081095622128394,0.056246084197336246,0.04102711998376433,0.09949661126578363,0.020120527908689904,0.08245629024365617,0.03585228080265215,0.057778726463847574,0.26871293891194337,0.03418353931107021,0.0026886212427811684,0.003481325642152139
Rajasthan,Jhunjhunu,0.1512515961258509,0.19263601704791397,0.5894613973653495,0.5152671755725191,0.5787671232876713,0.7407932011331446,0.1144578313253012,0.09999999999999999,0.5161290322580645,0.3630952380952381,0.09414758269720103,0.2767857142857143,0.979739507959479,0.9631043256997455,0.8788819875776397,0.12113825182826725,0.5142543859649122,0.7043847241867043,0.9727891156462586,0.9683544303797468,0.4235924932975871,0.18008784773060027,0.016355140186915886,0.448509485094851,0.08356940509915016,0.22463768115942034,0.1624472573839662,0.2160919540229885,0.44339622641509435,0.30894308943089427,0.7472222222222222,0.47507953340402975,0.3982869379014989,0.013698630136986302,0.030172413793103446,0.012658227848101266,0.46506211180124224,0.5665024630541872,0.6666666666666666,0.047619047619047616,0.1111111111111111,0.9457941454623983,0.16580771640493946,0.27710663205904656,0.7085266739784584,0.140053784913598,0.5539624224253769,0.25326312936502426,0.16661798409203255,0.31025240347300553,0.05627136471206942,0.006876867881844241,0.005936883432735668
Rajasthan,Jodhpur,0.25603738189064396,0.33289115668416913,0.43905285976321495,0.3625954198473283,0.26940639269406397,0.5594900849858359,0.1867469879518072,0.11538461538461539,0.3326612903225806,0.1369047619047619,0.13486005089058525,0.2142857142857143,0.8929088277858177,0.8727735368956743,0.8933747412008282,0.11372568528928909,0.5208333333333334,0.6534653465346535,0.9404761904761905,0.9493670886075951,0.2815013404825737,0.10834553440702781,0.004672897196261683,0.4986449864498646,0.09773371104815866,0.32971014492753625,0.4092827004219409,0.20229885057471267,0.37028301886792453,0.19308943089430894,0.6333333333333334,0.5546129374337222,0.47858672376873657,0.013698630136986302,0.0,0.018987341772151896,0.5038819875776398,0.5369458128078818,0.6428571428571429,0.0,0.2222222222222222,0.9325596288601449,0.4005537702863841,0.19441151023808761,0.46411597626479933,0.17999307718933888,0.4459521386906103,0.13443531087731825,0.2619759133599964,0.25958543324605976,0.07415198527478306,0.020792666824574885,0.018013583099292633
Rajasthan,Karauli,0.10309815595282233,0.13121834098433752,0.4417208604302151,0.5928753180661578,0.800228310502283,0.7223796033994336,0.19879518072289154,0.16153846153846155,0.2661290322580645,0.062499999999999986,0.1628498727735369,0.2142857142857143,0.9652677279305354,0.9694656488549618,0.8819875776397517,0.09885080344261479,0.17105263157894737,0.29278642149929274,0.91156462585034,0.958860759493671,0.12198391420911527,0.10102489019033674,0.009345794392523366,0.6070460704607047,0.24504249291784705,0.5452898550724637,0.5147679324894514,0.5080459770114942,0.5141509433962265,0.13617886178861788,0.5375000000000001,0.39872746553552496,0.13383297644539613,0.0,0.04310344827586207,0.012658227848101266,0.21816770186335405,0.17733990147783252,0.40476190476190477,0.047619047619047616,0.1111111111111111,0.9096724229088011,0.05333575860466056,0.12909496800931414,0.2899266008605416,0.027469357687426223,0.2108864672574895,0.05499310850876062,0.06359816653934301,0.1035071560886258,0.020510123586642125,0.0022025277180196183,0.0015697367918506284
Rajasthan,Kekri,0.12354300963155856,0.140186646138523,0.5546106386526598,0.5388040712468194,0.5593607305936074,0.6062322946175639,0.3012048192771084,0.30769230769230765,0.4919354838709677,0.37202380952380953,0.13994910941475827,0.18750000000000003,0.8885672937771346,0.9007633587786261,0.35869565217391297,0.1407392667031491,0.45614035087719296,0.6294200848656294,0.9489795918367346,0.958860759493671,0.3404825737265415,0.29795021961932644,0.011682242990654207,0.48373983739837406,0.10835694050991503,0.40398550724637683,0.41350210970464124,0.3126436781609196,0.39622641509433965,0.3546747967479674,0.6569444444444444,0.6134676564156947,0.49464668094218406,0.013698630136986302,0.02586206896551724,0.018987341772151896,0.14518633540372672,0.1724137931034483,0.16666666666666666,0.047619047619047616,0.1111111111111111,0.9301743813715196,0.10947068453283211,0.08963800856645411,0.15020107427093,0.03312742409315618,0.1368769757741928,0.04691833004458811,0.04812272502583921,0.056208670095518,0.017880620562713646,0.0013804678162413816,0.0018789387497516992
Rajasthan,Khairthal-Tijara,0.12354300963155856,0.140186646138523,0.5546106386526598,0.5388040712468194,0.5593607305936074,0.6062322946175639,0.3012048192771084,0.30769230769230765,0.4919354838709677,0.37202380952380953,0.13994910941475827,0.18750000000000003,0.8885672937771346,0.9007633587786261,0.35869565217391297,0.1407392667031491,0.45614035087719296,0.6294200848656294,0.9489795918367346,0.958860759493671,0.3404825737265415,0.29795021961932644,0.011682242990654207,0.48373983739837406,0.10835694050991503,0.40398550724637683,0.41350210970464124,0.3126436781609196,0.39622641509433965,0.3546747967479674,0.6569444444444444,0.6134676564156947,0.49464668094218406,0.013698630136986302,0.02586206896551724,0.018987341772151896,0.14518633540372672,0.1724137931034483,0.16666666666666666,0.047619047619047616,0.1111111111111111,0.9301743813715196,0.10947068453283211,0.08963800856645411,0.15020107427093,0.03312742409315618,0.1368769757741928,0.04691833004458811,0.04812272502583921,0.056208670095518,0.038916644754141465,0.0053015029168673265,0.006095004409084035
Rajasthan,Kota,0.156120200394664,0.17580389832054305,0.6299816574954145,0.46946564885496184,0.565068493150685,0.5920679886685554,0.19879518072289154,0.11538461538461539,0.407258064516129,0.22023809523809523,0.1628498727735369,0.6607142857142858,0.9855282199710564,0.9732824427480917,0.8250517598343686,0.08193622207850355,0.6984649122807017,0.7043847241867043,0.9931972789115645,0.9810126582278483,0.40750670241286857,0.1830161054172767,0.007009345794392523,0.49322493224932257,0.13031161473087818,0.34782608695652173,0.34388185654008435,0.37471264367816093,0.33726415094339623,0.18699186991869915,0.8569444444444445,0.8154825026511134,0.38222698072805134,0.02054794520547945,0.01293103448275862,0.044303797468354424,0.14751552795031056,0.30049261083743845,0.38095238095238093,0.0,0.0,0.9427354437072284,0.030720103478243294,0.030687559415088494,0.05773503191878287,0.03291885223349398,0.08147762666314555,0.026425646263225216,0.06268817687502809,0.19548592066728068,0.07993689192742572,0.015565729595342153,0.012766719813401701
Rajasthan,Kotputli-Behror,0.12354300963155856,0.140186646138523,0.5546106386526598,0.5388040712468194,0.5593607305936074,0.6062322946175639,0.3012048192771084,0.30769230769230765,0.4919354838709677,0.37202380952380953,0.13994910941475827,0.18750000000000003,0.8885672937771346,0.9007633587786261,0.35869565217391297,0.1407392667031491,0.45614035087719296,0.6294200848656294,0.9489795918367346,0.958860759493671,0.3404825737265415,0.29795021961932644,0.011682242990654207,0.48373983739837406,0.10835694050991503,0.40398550724637683,0.41350210970464124,0.3126436781609196,0.39622641509433965,0.3546747967479674,0.6569444444444444,0.6134676564156947,0.49464668094218406,0.013698630136986302,0.02586206896551724,0.018987341772151896,0.14518633540372672,0.1724137931034483,0.16666666666666666,0.047619047619047616,0.1111111111111111,0.9301743813715196,0.10947068453283211,0.08963800856645411,0.15020107427093,0.03312742409315618,0.1368769757741928,0.04691833004458811,0.04812272502583921,0.056208670095518,0.04233499868524849,0.004287947686103363,0.00427728440293801
Rajasthan,Nagaur,0.22825816423071582,0.2985609850903137,0.40687010171752547,0.38676844783715014,0.3789954337899544,0.5694050991501416,0.17469879518072284,0.13846153846153844,0.35282258064516125,0.21130952380952378,0.11704834605597965,0.11607142857142859,0.955137481910275,0.9618320610687023,0.9192546583850932,0.12188448335903686,0.4067982456140351,0.7043847241867043,0.947278911564626,0.9683544303797468,0.25067024128686316,0.10834553440702781,0.007009345794392523,0.5040650406504066,0.08356940509915016,0.34420289855072467,0.38607594936708856,0.2689655172413793,0.41745283018867924,0.18699186991869915,0.7055555555555555,0.4432661717921528,0.41755888650963596,0.006849315068493151,0.004310344827586207,0.006329113924050633,0.6195652173913043,0.6699507389162561,0.8095238095238095,0.23809523809523808,0.1111111111111111,0.9069990840649643,0.11936377048849006,0.194518323880326,0.4964144098540454,0.11602808176016899,0.43441788934887804,0.1828509289465769,0.2781647418325619,0.33165340315219755,0.0407572968708914,0.003194824049077642,0.004272037116551204
