State,District,Market_Size_Score,Chronic_Disease_Score,Acute_Disease_Score,Healthcare_Score,Economic_Score,Development_Score,Overall_PMAF,Chronic_PMAF,Acute_PMAF,Overall_Rank,Chronic_Rank,Acute_Rank
Delhi,New Delhi,0.0122460593418784,0.404035699026595,0.2491988005231612,0.3697092068405698,0.3963713934499975,0.6533703805953563,35.16628580005361,34.25962949728331,27.755805573577096,117,145,447
Delhi,North,0.0750449652990968,0.3770927001681428,0.2592733691098184,0.3003235824757607,0.139700733923192,0.6423506757016415,29.512059840773443,29.224633227246443,25.771922310990124,431,525,633
Delhi,North East,0.181013345971223,0.354813580690037,0.2662348712373996,0.335198949413322,0.139700733923192,0.6706094868065405,32.74093484155992,31.54432710875548,30.246400789668147,224,304,284
Delhi,North West,0.3103388664015353,0.3819117812887618,0.3272083964115557,0.3655520857840726,0.139700733923192,0.6852181246556817,37.10739799229281,35.83242364422352,36.47669682708356,71,100,66
Delhi,Shahdara,0.1318648278850407,0.3783007157062812,0.3450797270914347,0.3863708651038476,0.139700733923192,0.6511113510457706,33.41475998713418,32.21186342880319,31.474032920832528,181,254,214
Delhi,South,0.236434567139989,0.3758291859672566,0.2137922700975854,0.3539003127105584,0.139700733923192,0.6861494978719179,34.219916793561566,33.91772509343199,31.205099828161163,150,160,227
Delhi,South East,0.1318648278850407,0.3306108052368404,0.2522433460819482,0.3665637987214397,0.139700733923192,0.6591749342906547,31.77462740959443,30.227211067173453,28.877935816620457,285,406,370
Delhi,South West,0.2008083079775637,0.3746408546553039,0.2980592047244826,0.3891158364684067,0.139700733923192,0.6974417015659975,35.26833219250107,33.9808408263629,33.11667894952899,115,157,144
Delhi,West,0.2198041033221871,0.3942073673652723,0.3216559365325835,0.349451159999344,0.139700733923192,0.65451010333148,34.427955050502625,33.82297516637784,32.8392036021712,140,164,156
Goa,North Goa,0.0741986716620023,0.36054088059818,0.233708202672046,0.4087521414074776,0.3398537401513005,0.7391389154841399,37.18136020680067,34.76714233943681,30.729329178585875,68,122,260
Goa,South Goa,0.058271641249176,0.3706818051281349,0.2184631198575204,0.4009243922868366,0.2444190794852257,0.7231545973077957,34.42684345643724,33.05561601556132,28.51972483411922,141,207,400
Gujarat,Ahmadabad,0.6243984763829857,0.4196286335669526,0.3031924133554486,0.4065929245328337,0.3254080727054173,0.6672557666353591,47.701315274355935,46.86050895009458,47.70654034261703,4,3,7
Gujarat,Amreli,0.126086235211059,0.3145881309494701,0.3084472008021133,0.4030302288003788,0.1704673689105109,0.5457805027301001,31.137640030556817,29.60772942441888,29.445752882448797,319,452,331
Gujarat,Anand,0.1785277871896336,0.3706797723113155,0.4705936153452956,0.3426035804583608,0.1653569316623251,0.6179680659499793,34.5018611817721,32.0564540182906,34.89583591436156,136,261,90
Gujarat,Arvalli,0.1318648278850407,0.4391638731925074,0.5615284927544858,0.3421707538293534,0.1493685166545457,0.5114949730891887,32.70490508863251,32.206924676735724,34.00368199488372,228,255,116
Gujarat,Banas Kantha,0.2512989776368425,0.3552694545099142,0.4547889305252721,0.4352585725518518,0.2222669104845762,0.471078065613608,35.69863437608943,34.21036622502561,36.902704132324,105,148,60
Gujarat,Bharuch,0.1353983545863606,0.4537509045176122,0.457503533015273,0.3154532263924096,0.185143879176093,0.5671636205825799,33.17572599007772,33.34710767115903,32.167496591320464,195,191,181
Gujarat,Bhavnagar,0.2361207383011878,0.3863723181975867,0.4128100511600552,0.3592578038432643,0.1734259951209006,0.5416065806809821,34.20004605250312,33.44805771342791,34.44738816632604,151,181,105
Gujarat,Botad,0.1318648278850407,0.3596246807424316,0.3291241955370563,0.3267485938535912,0.1133879891232986,0.5085625575408612,28.49876813085072,28.54557767301584,27.48133985639536,548,587,470
Gujarat,Chhotaudepur,0.1318648278850407,0.4044444258808599,0.5443796154467027,0.3714919448262817,0.1220881142901051,0.4560277902789298,31.11769395888277,30.614289977197423,33.05657211632943,321,378,148
Gujarat,Dang,0.1318648278850407,0.4084525007110075,0.5534038559525656,0.3365904547132887,0.0971907212930541,0.4001364335523666,28.93421231551073,29.124168331771333,31.49680404584717,508,532,213
Gujarat,Devbhumi Dwarka,0.1318648278850407,0.3674517141465201,0.3520193324763199,0.3336560873998136,0.1126707962560811,0.4876203745852261,28.51095218875163,28.73749399051877,27.870563477794697,544,565,439
Gujarat,Dohad,0.1616157788840021,0.4141015605677513,0.638997857820263,0.4162697269082201,0.1464148377659678,0.3435019020858723,31.8870390967614,31.68250632306398,35.76549125913881,274,290,80
Gujarat,Gandhinagar,0.1195882126805241,0.4339507757188217,0.4486574126358451,0.3180173941264748,0.3553392882328861,0.6689412238245703,38.06380426083578,35.95989084803774,34.75194081853876,58,99,97
Gujarat,Gir Somnath,0.1318648278850407,0.348375664931831,0.3782595599936786,0.35290690800552,0.1341499054967556,0.5599139065243667,30.84306320748876,29.4999706381203,30.210779649336644,337,472,288
Gujarat,Jamnagar,0.1822358086770181,0.3253810413149166,0.3044112266748822,0.374248096348992,0.1382861859946768,0.6083965731090888,32.36125596249351,30.67627306755332,31.07112731074554,249,372,239
Gujarat,Junagadh,0.2276785333202179,0.4463529251289345,0.3146703157044674,0.3601611992820692,0.1424139179275752,0.5567795906519158,33.35089723196958,35.08315170699123,31.6761709169141,183,114,206
Gujarat,Kachchh,0.182085358346709,0.3407880588582777,0.3514528675051971,0.4307879618779854,0.1835016579684503,0.5598913272334126,34.0477353721659,32.53648660639449,33.098028163776604,154,231,147
Gujarat,Kheda,0.1956644887719512,0.4577545492300937,0.4873865951133731,0.3375344992030817,0.1445926995125782,0.4998336176116152,33.003917545419206,33.85261565135876,33.74872078435451,207,163,122
Gujarat,Mahesana,0.1752998256485363,0.4560683348235603,0.4172056950811302,0.3584727146185668,0.2241945481222439,0.6031680136469935,35.95544233977372,36.03244088247027,34.14805712478302,97,96,112
Gujarat,Mahisagar,0.1318648278850407,0.35813995904723,0.5059586377984557,0.3734976759285739,0.1398119574531342,0.4347837348641055,30.240149891073955,29.08716535336341,31.994739897577023,376,535,189
Gujarat,Morbi,0.1318648278850407,0.3911469652964085,0.3320644778334893,0.3641118761773921,0.1421418703268088,0.586090807091102,31.716302060905853,31.60271399243611,29.752575115570917,289,300,315
Gujarat,Narmada,0.0501284784748562,0.4271772293599702,0.4907590028043307,0.349496742542042,0.1060756414932752,0.3942348000799001,27.17807557344448,28.477190071135052,27.737042691326057,665,593,449
Gujarat,Navsari,0.1177967909473031,0.3266114155969478,0.4537552082723481,0.4414406788174464,0.184294324266812,0.6175081994208562,35.02446610774131,31.555645799398903,34.81216374555769,122,303,92
Gujarat,Panch Mahals,0.1957710054651247,0.4447276643017308,0.5705883339587919,0.3675736055927999,0.139702336273869,0.4830438281309409,33.87497549185992,33.758333797136515,36.131991409482346,163,166,72
Gujarat,Patan,0.1129925767349777,0.3811372669222805,0.4467012644525395,0.4102565135783466,0.1294771024859848,0.5152507876262883,31.63792492226015,30.899450562098966,31.785972024183923,294,353,200
Gujarat,Porbandar,0.0503804246441988,0.4210725596798116,0.2321616588950263,0.3904506313293602,0.1065497475444392,0.5746512689629971,28.972983635368287,30.89891961106115,24.80973334817818,505,354,680
Gujarat,Rajkot,0.3269934623962195,0.3341531550733234,0.3385599965959352,0.432887772806162,0.2140863990041867,0.6741170639884609,39.68882548059317,36.84545175656136,39.18417919277699,43,77,35
Gujarat,Sabar Kantha,0.2043673173657459,0.3994803906674882,0.4619722278662384,0.3471102611770497,0.181524812511872,0.4960839429015438,33.1962528644615,32.69507686091152,33.87903770981121,194,226,120
Gujarat,Surat,0.5381400862482435,0.4166907368253069,0.3302616848276505,0.4502786522608286,0.2550647921673102,0.6750453199380176,45.84010122881757,44.92897564095701,46.082645474098506,6,7,9
Gujarat,Surendranagar,0.1466088835131339,0.3874469758777705,0.4521212430716106,0.3512847674553545,0.1354949066357586,0.4891958208593174,30.847369758765105,30.44289898322129,31.41987931053872,335,388,216
Gujarat,Tapi,0.0707982680682219,0.4437087112702427,0.5504559430718964,0.3819213917564618,0.1252242445808055,0.5168568079169332,31.837660789869844,31.631129838833584,32.52886901853535,280,298,169
Gujarat,The Dangs,0.0184231440809164,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.516754368690145,26.874286282580464,27.155347464378863,24.01754096135255,686,698,725
Gujarat,Unknown Districts Of India,0.1318648278850407,0.3694714628407016,0.3089678032701725,0.3199975193470525,0.139700733923192,0.5173379938360513,28.96241416093548,29.23763909127482,27.23716755201928,506,524,526
Gujarat,Vadodara,0.3612372679033685,0.419916174172633,0.3987188565119253,0.3641529978726288,0.3332992173215924,0.6334816719392455,42.0297734075823,40.53917639077845,40.92336665965637,30,34,26
Gujarat,Valsad,0.1485125525764511,0.444655546835511,0.3600241049302687,0.4198455636341434,0.2272466434839948,0.6299135502909248,36.55716271736808,36.63794161862395,33.57406016243694,79,83,130
Haryana,Ambala,0.0946820336060064,0.3535711993474554,0.2459905607320512,0.3239993400785193,0.1553312676365535,0.6465615427237015,30.40710128169069,29.544203892636773,26.721947645272916,364,463,563
Haryana,Bhiwani,0.1347995553848753,0.3643424148009804,0.202756983369011,0.3527416155723714,0.2347476467556837,0.5608544254465423,31.33385884488937,31.63256689297993,26.928036406473936,309,297,546
Haryana,Charki Dadri,0.1318648278850407,0.3819962837447188,0.1742409738047211,0.3133495190834583,0.1529161186982446,0.5464362744652096,28.45370737813347,30.032261395560912,24.30466486729901,553,423,710
Haryana,Faridabad,0.1521350205721444,0.3296303170328786,0.1781320646726152,0.3115185276848021,0.1542946347305077,0.6355510061815833,30.147607600435688,29.48006164406313,26.323934227704584,379,477,594
Haryana,Fatehabad,0.0776067460511965,0.3457589917094901,0.2400295246429598,0.3528556228905754,0.1893798983276233,0.5394378203696624,29.043486916305657,28.945888767278564,25.371419244242567,498,544,654
Haryana,Gurugram,0.1323473490094363,0.3854836449291698,0.1692400314712673,0.3261716157171919,0.2403498569563656,0.6532860846009122,32.590334889682495,32.80041556740812,26.92764340998595,233,219,547
Haryana,Hisar,0.1445461346210023,0.4001930722816618,0.2604777979184492,0.370692578443683,0.3057904489298444,0.5950699401055818,34.92869074400334,34.84908792615536,30.24613414634713,124,119,285
Haryana,Jhajjar,0.0792776966543947,0.4074839896120723,0.0845369156566808,0.3497940047542869,0.2104866915355862,0.6646736239419427,31.00484939041175,32.64741027704938,23.562605160619604,329,228,754
Haryana,Jind,0.1090182291205791,0.377474639515848,0.2087480596681472,0.3435220218039082,0.1986477740465427,0.5564869777666716,30.015727046593987,30.80700378990928,25.69347120836472,394,361,638
Haryana,Kaithal,0.0882681888183471,0.3593772033237163,0.2923627280869523,0.350688759662591,0.1783510719579037,0.5546536354468262,29.95663243182005,29.579143519785656,27.07420431125748,401,458,534
Haryana,Karnal,0.1251404654188524,0.3519950249665293,0.2651272483329051,0.3891975570588908,0.1956677644096111,0.5882679886946899,32.136698244635234,31.424282676474466,28.94704378658248,262,314,365
Haryana,Kurukshetra,0.0801161977671487,0.3979317295924781,0.308040451160544,0.3432137503484541,0.180199816684118,0.6061284660904144,31.252886425332925,31.1584914092147,27.86269737719454,313,336,441
Haryana,Mahendragarh,0.0749396485778579,0.3753209837684698,0.1652256941518467,0.333359453630966,0.1999418493882394,0.5661366030978913,28.893017873102256,29.962710247875425,23.537488424101987,512,429,756
Haryana,Nuh,0.0802408807146029,0.3018305321233493,0.3363100350921992,0.2301885652345223,0.1305954367900298,0.3853409927715146,22.908723182368885,22.584999022865325,22.504817862906528,817,832,780
Haryana,Palwal,0.0802867035976488,0.3456525881403332,0.237333103085529,0.2732424915242132,0.1634505167017208,0.4920225915662276,26.009902980054832,26.540408153536998,22.82162255606257,729,739,775
Haryana,Panchkula,0.0478138471556298,0.3703719483099423,0.1716916802740831,0.3349723578975597,0.1167074955330714,0.6399060875890711,28.208632049346893,28.76841560079855,23.191820848638947,578,561,761
Haryana,Panipat,0.1004063079236653,0.4002323651189072,0.2517091470804927,0.3153026099039203,0.1623654932375045,0.6395288348870376,30.87148004103656,31.15308188314641,26.827557568481296,334,337,553
Haryana,Rewari,0.0752079707318849,0.3776790069142846,0.1559271909222481,0.3283115752636356,0.2065453028950629,0.6073198388145358,29.68375573246771,30.460534093481677,23.89590101145413,419,386,738
Haryana,Rohtak,0.0882124987625629,0.4237829821155876,0.2330153822017617,0.3500440731681175,0.1901333576553784,0.6424186296025509,31.984154826945687,32.87372247351536,27.010254001875328,270,217,542
Haryana,Sirsa,0.1066293555926117,0.3732722291829493,0.2339278534216086,0.3521159476984749,0.2163736079359169,0.547840636663697,30.53119178385959,30.96344457290068,26.470741586602685,356,348,584
Haryana,Sonipat,0.1197969692211711,0.3819872888767816,0.1961115707014069,0.3368639166281472,0.2236192251591533,0.6582132253624626,32.55085532320058,32.43919345868565,27.343367308761724,235,237,519
Haryana,Yamunanagar,0.1007600403720032,0.4154237997279277,0.3071736514239307,0.3402359019301904,0.1591227549848576,0.6167846357464815,31.56404117218924,31.914439518759018,28.34985762140797,298,274,408
Himachal Pradesh,Bilaspur,0.0324550940143728,0.3290705890279885,0.3095212359196997,0.3637342031202902,0.1653847150781556,0.5779473335212945,29.17634516415915,27.70150062005814,26.30942493443046,458,657,595
Himachal Pradesh,Chamba,0.0430062709403201,0.3250539507255907,0.2868655085489162,0.309918534839961,0.1663875844356059,0.5399431315835355,27.304305028733523,26.330629473370745,24.423219356840814,653,747,707
Himachal Pradesh,Hamirpur,0.0407020023544653,0.3687716586817402,0.2707907780424847,0.3364534841941219,0.2058105672260884,0.654466306768932,31.1442715781144,30.081939360913303,26.59499947937338,318,418,576
Himachal Pradesh,Kangra,0.134615206259839,0.352018730983981,0.2661949688224583,0.4264518311369691,0.3777436794060502,0.6615798292812587,38.189947919746736,35.82394981627884,32.9235012643754,56,101,154
Himachal Pradesh,Kinnaur,0.007009523560344,0.3318199657247767,0.2056724431240644,0.324788243341425,0.1097703194902278,0.6054163204685845,26.31461222570004,25.950372135441828,22.02680965367148,712,756,794
Himachal Pradesh,Kullu,0.0378196975583366,0.3270298473590486,0.2618271455797344,0.3164654692723012,0.1827633226062693,0.5950065136172151,28.529669990470275,27.22326296944565,24.762309882010403,541,692,683
Himachal Pradesh,Lahaul And Spiti,0.0020000872551649,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5323038100775054,26.85681397381263,26.98238074173744,23.758090877390405,688,711,747
Himachal Pradesh,Lahul And Spiti,0.1318648278850407,0.3598329669809761,0.2139337064199411,0.302919745679204,0.0974467831512957,0.5333160171435906,27.0486142111918,28.08470723432441,24.336890499300644,677,626,709
Himachal Pradesh,Mandi,0.0878387544076641,0.3668536828897437,0.2277952105646239,0.4263550722483652,0.2575722167267566,0.6221306267115796,33.82442233643099,33.20864495227877,28.76482590925409,166,200,380
Himachal Pradesh,Shimla,0.0725529470153601,0.3066378185151174,0.2118003539522733,0.4796874605343464,0.2052859316321176,0.6885331144502251,34.1055707973149,31.74175191800726,29.446202503029124,153,284,330
Himachal Pradesh,Sirmaur,0.0426524900177927,0.3033017907739627,0.2733481949514889,0.3715865630087514,0.1495429716400883,0.5677224626283078,28.396589603153327,26.82071293850398,25.55627749032153,558,720,648
Himachal Pradesh,Solan,0.0497267775342123,0.3155493573220205,0.3031771959812452,0.4076787879875338,0.1872771711752618,0.6376837812833369,31.834595892639555,29.378334197167938,28.66283741631085,281,511,389
Himachal Pradesh,Una,0.0446584053299555,0.4339707433711688,0.2338694597029391,0.3365172009737863,0.1877574387714829,0.6409992663384808,30.877048259015197,32.03884238902279,25.409396054739908,333,264,653
Jammu and Kashmir,Anantnag,0.0784489476013879,0.3707294711031557,0.3502801441694425,0.3133040738291893,0.2380358616053026,0.6031238519233976,31.86835085191153,30.412368360535503,28.803769903765478,276,392,375
Jammu and Kashmir,Bandipora,0.0285489606222803,0.3430304624413765,0.2490972177753014,0.2989683712053326,0.1440500531817179,0.5088247396695301,25.529119295744003,25.80541101642151,22.136138314017728,747,767,791
Jammu and Kashmir,Baramulla,0.0750537638195624,0.3539476085538849,0.2536293719672055,0.3515321545646013,0.1864488177109403,0.5690679829998336,29.71782418710966,29.407296762731683,26.02349822716594,416,495,615
Jammu and Kashmir,Budgam,0.0538011921896711,0.3462768381272238,0.2598195988917615,0.319880426289795,0.1618555567243182,0.5409753225564714,27.59121432539497,27.430908280471645,24.24031966937033,624,676,713
Jammu and Kashmir,Doda,0.0335529401641928,0.3647617630243925,0.1382645669360961,0.2838467073438249,0.1408404857136024,0.4967201969760489,24.129469903558277,26.19446391147862,18.999344336981448,788,750,824
Jammu and Kashmir,Ganderbal,0.0216826968904623,0.3892664597782755,0.2192859876869402,0.2989745822567261,0.1237611098187744,0.5538172175898315,26.050236605768045,27.43206049836334,21.656991606057115,725,675,796
Jammu and Kashmir,Jammu,0.1306302830076428,0.3477125014535698,0.2084625739466707,0.3940647558223414,0.3071817395936536,0.7084549561289257,36.36838544505368,34.35611398266869,30.710409693213304,88,137,261
Jammu and Kashmir,Kargil,0.0092497047497154,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5157121809295981,26.66997374074549,26.96145680014937,23.72670496500831,698,715,749
Jammu and Kashmir,Kathua,0.0507983439442265,0.3773400834782783,0.1955691267572501,0.2891671858369232,0.1758151108162448,0.6132732771861293,28.31017045802576,28.776172951467704,23.1537724699509,566,559,763
Jammu and Kashmir,Kishtwar,0.0186328481648991,0.3530394532738581,0.2256127115698459,0.3009128030403079,0.1302401257092452,0.4225238968764126,23.23271512425434,24.926134743091986,19.85781900523792,808,804,814
Jammu and Kashmir,Kulgam,0.0330421712225361,0.3623596642971329,0.1163996007664384,0.3299095922229259,0.1191415282850965,0.4940882557232739,24.311223599712363,26.66962900081808,19.10218611899564,785,731,823
Jammu and Kashmir,Kupwara,0.0611670390450085,0.3390127227623926,0.3612586705608882,0.3494338188874623,0.229586440354398,0.5066106668954513,29.93867323687921,28.587365729603643,27.750178720097452,403,581,448
Jammu and Kashmir,Leh(Ladakh),0.0096252829870129,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.534471560619443,27.052672899288343,27.15656216179377,24.01936300747491,675,697,724
Jammu and Kashmir,Poonch,0.0386815750350306,0.2303957221125114,0.2262137954149717,0.3022455972391759,0.157510608907802,0.4733357984850815,24.00156676861663,21.97841083788987,21.53584714756297,792,837,797
Jammu and Kashmir,Pulwama,0.0416685303033658,0.3243399189856851,0.1740434524854493,0.344553451836291,0.1402524607061717,0.5878441441696901,27.270205455021724,27.058565159581597,22.712398027570096,656,705,777
Jammu and Kashmir,Rajouri,0.0541139838882167,0.319253162188842,0.3554812474688449,0.3008719729500096,0.2157971354393395,0.4867786872011195,27.898579686150583,26.37832371697528,25.98754182477801,601,745,619
Jammu and Kashmir,Ramban,0.0230654009304528,0.281304580519789,0.2316455633231762,0.283558158536629,0.1291364605222902,0.3494662984614065,20.834027807445228,21.40984139998267,18.68762336386957,841,841,827
Jammu and Kashmir,Reasi,0.0247029805428194,0.3047813627519263,0.0913719767674766,0.2579270263077198,0.1242564581331907,0.4141940182446951,20.38314305976253,22.32573488777302,15.639404216628233,843,833,846
Jammu and Kashmir,Samba,0.026614863682483,0.3801777289919349,0.2026978532182869,0.3473038095530658,0.1691106807970675,0.6201300087474788,29.091943077704123,29.522554278859506,23.80502537117584,484,467,744
Jammu and Kashmir,Shopian,0.0200818495270793,0.2698029804701605,0.2899223208891945,0.306978522620218,0.1070430489858017,0.5817253206556705,25.913827849368943,23.407210700745296,23.78639426013968,732,826,746
Jammu and Kashmir,Srinagar,0.0931287613197453,0.2900960610474308,0.1964774595105962,0.343904618326991,0.1021021227606454,0.6458995005146969,28.566435264021848,26.884556576151457,25.29340542922399,534,716,656
Jammu and Kashmir,Udhampur,0.0439935509911451,0.3752986653587909,0.3463748594892405,0.2867597955971522,0.1574718649175558,0.4852268107320078,26.68577569323754,26.96486630040704,24.567494739064088,696,714,698
Jharkhand,Bokaro,0.1706848044693803,0.3948855698528654,0.4136332066470098,0.2925226799141476,0.1989881275320985,0.4868886672261879,31.066873347835045,30.93885321776421,30.60503918225341,324,349,267
Jharkhand,Chatra,0.0824936212494623,0.3719381021280971,0.410830661898431,0.2208358907940027,0.1153345944484446,0.31903351837314,22.58164013756627,24.004777915810767,23.10114172090624,826,821,764
Jharkhand,Deoghar,0.1190533233116384,0.3865424871843045,0.4029646829236258,0.2231231042766889,0.1232236775564939,0.3417909231242095,24.03889226645992,25.63877999780671,24.46727948040166,790,781,705
Jharkhand,Dhanbad,0.2210189263854522,0.3564056732620415,0.2967405275365583,0.266481364273251,0.2196553776011205,0.4958230609340808,30.59103659186409,30.47726565070313,29.012607955464965,350,385,361
Jharkhand,Dumka,0.1134453781547134,0.4151796159343706,0.4491269968063391,0.2315740843161291,0.1274123370642895,0.3162180473837378,24.4160630657845,26.505041336921543,25.280412032521426,782,742,657
Jharkhand,East Singhbum,0.1318648278850407,0.3713474327525592,0.3537692265683479,0.3421190806796427,0.2568063063474827,0.5299251397838817,32.46547368713003,31.628184310684304,30.159497274585835,242,299,290
Jharkhand,Garhwa,0.1094854557684198,0.3851002104373881,0.4167824196956378,0.2632231864458393,0.1237939708979461,0.3336790541661517,24.6224596468974,26.12638031472448,25.211713415832055,772,754,663
Jharkhand,Giridih,0.1883354216678603,0.3631638651157339,0.4237413944058987,0.2559955317309916,0.164367507527694,0.3922938060649044,27.888897935045332,27.98580502059218,28.891590311053616,604,633,368
Jharkhand,Godda,0.1088602131324157,0.400714589474801,0.4492877775936058,0.2431785556904068,0.1287758367160369,0.3362482702949364,24.841281187359986,26.359906261764404,25.69305436920517,766,746,639
Jharkhand,Gumla,0.0830230274062333,0.4226713656064952,0.4104264979675641,0.3216870527523774,0.1265844052622708,0.308979085772,25.136450059598225,27.87625633605361,25.085624665626355,759,641,669
Jharkhand,Hazaribagh,0.1380139069927386,0.3724481176560322,0.3812176683638767,0.2593253065814852,0.1633135260008935,0.4335356500343327,27.42042565238809,27.76752777980233,26.99353506103271,644,653,543
Jharkhand,Jamtara,0.0657591143010067,0.4049939872729575,0.5499487891599935,0.2611539530520996,0.108118625573725,0.3490831548103731,25.231724719073608,25.82566183332525,27.26200579696488,757,765,523
Jharkhand,Khunti,0.0438308998441247,0.4304434368503154,0.4599674416945432,0.273542199131487,0.10299025024865,0.3071488263908944,23.45435229775171,26.029324286911965,23.922091918666982,802,755,733
Jharkhand,Kodarma,0.054636173318229,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5016009586517926,27.29547866655966,27.72807394874159,24.87663068789664,654,655,678
Jharkhand,Koderma,0.1318648278850407,0.3614353134380752,0.3842476844624892,0.2869511337684368,0.1107906749316459,0.4018581723285589,26.08612615727929,26.706997050662466,26.43693895772703,723,727,588
Jharkhand,Latehar,0.0585292039800923,0.4104253958637801,0.4844242306708581,0.2734759414684878,0.1086766732195032,0.2874993589090288,23.512119816888628,25.51013545158674,24.735257831374444,801,787,685
Jharkhand,Lohardaga,0.0376798331553511,0.3848832725556856,0.4108173476884122,0.2927749825231092,0.104597458499194,0.4111864183107276,24.88178005220862,25.76083691361339,24.47009919698588,764,770,704
Jharkhand,Pakur,0.0760576378636788,0.4434997394480166,0.5071965081904684,0.2217700471631417,0.1002853508646861,0.2575096574610557,22.619416343436104,25.558421418797845,24.262541154497608,825,786,712
Jharkhand,Palamu,0.1579897403945416,0.3795276471937988,0.3787818802916844,0.2673186939897138,0.1584018197726863,0.3937603245692285,27.13250684937824,28.10326688175064,27.046036165187925,669,624,538
Jharkhand,Pashchimi Singhbhum,0.1269763243673322,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.4889904867491745,28.49007224948936,29.048772250697475,26.857678140830465,550,536,551
Jharkhand,Purbi Singhbhum,0.1973878888927978,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5250501832640987,30.61949747029716,30.817600506356023,29.51092052431829,349,359,328
Jharkhand,Ramgarh,0.0776932882475487,0.3906786717648172,0.4152242272794784,0.2635384892923655,0.179666040302077,0.4421487828224839,27.319961003732463,27.61486749532288,26.41106626061876,651,662,589
Jharkhand,Ranchi,0.2437552197058617,0.3699218787114691,0.3892320169352534,0.33433474589393,0.2278845597196778,0.5484705433108761,34.68044032907414,33.412038895801174,34.2360556792957,129,184,109
Jharkhand,Sahebganj,0.0962191416830356,0.4096304200413363,0.4524631941264529,0.2242844055212342,0.1059229558985215,0.2870141361351255,22.889748926436237,25.206121345361243,24.048283815089174,818,801,723
Jharkhand,Saraikela Kharsawan,0.0912048877479372,0.4071419049219582,0.4900614462070997,0.3257621021676234,0.1401521566587263,0.4083466603148086,28.28134964907249,28.77505542360873,29.029646302277477,569,560,360
Jharkhand,Simdega,0.0497795206396729,0.4686388973679305,0.3921315596344425,0.2735555933484641,0.1057646055339769,0.2938938082792287,23.06757512605058,27.39447085344225,22.23383965654873,812,678,789
Jharkhand,West Singhbhum,0.1318648278850407,0.5006921349407484,0.643051106846973,0.2625704747358291,0.1404756005026095,0.2792868328680964,27.72138713770873,30.31293311156369,30.877690500489678,616,395,247
Karnataka,Bagalkote,0.1561962848888853,0.3397295085357978,0.4037723063585195,0.3491118178737603,0.173748323889783,0.5000344514569485,31.01683571113072,29.603264226922064,31.000432573856813,328,454,244
Karnataka,Ballari,0.1318648278850407,0.3263391239492825,0.3674698540261799,0.3664807470653066,0.173109014905709,0.5952213842080695,32.27160926103714,29.937629902898166,31.13171704068999,255,431,235
Karnataka,Bangalore,0.9081451656825708,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5507922209496081,45.34948375980281,45.290166419006574,51.21976939329412,9,6,4
Karnataka,Bangalore Rural,0.0894431740835206,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5329291227338335,28.618181963506306,28.73749560486783,26.390763172086,528,564,592
Karnataka,Belagavi,0.1318648278850407,0.3180648596265594,0.3506193712726502,0.4193545786796431,0.2569811838260103,0.616562127728773,35.182096671381444,32.176997252901145,32.92676444615204,116,257,153
Karnataka,Belgaum,0.4101359749207247,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5211315572844422,34.796086671262564,35.033375967118,35.83458371546126,127,115,79
Karnataka,Bellary,0.2069775596732661,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.5088545854651992,30.48737892992854,30.847437943976395,29.55567668074885,358,357,326
Karnataka,Bengaluru Rural,0.1318648278850407,0.3595325432931004,0.2474575910197349,0.3864897853804109,0.1638732954856868,0.6503134160034012,32.72072783821915,31.911964872886863,29.2656145145607,227,275,345
Karnataka,Bengaluru Urban,0.1318648278850407,0.3870817544258442,0.2269895960916946,0.4268687768078006,0.3555820988343037,0.6799982835414823,38.02699324654794,36.856247816690754,31.923855516464872,60,75,193
Karnataka,Bidar,0.1396075335136135,0.3553828021862448,0.4047157221950333,0.3194484316127574,0.1844687750426674,0.5512993466501471,31.4974669801965,29.899542471187463,30.80926564271827,300,435,250
Karnataka,Bijapur,0.1786351510070117,0.3694714628407016,0.3089678032701725,0.3296164343793322,0.139700733923192,0.50754142888691,29.894267625037664,30.26745820486842,28.68570707208688,406,400,386
Karnataka,Chamarajanagara,0.0938798197651956,0.3309152881973074,0.3221710508464647,0.3617845798515498,0.1170632491770098,0.5780481238297441,29.54637884290771,28.23175305519326,27.947716810364746,428,614,435
Karnataka,Chikkaballapura,0.1123591963280475,0.3313431776633359,0.2796712694933839,0.3817438538880475,0.1210371314584934,0.6214204952569811,30.841358010198597,29.508834146985876,28.529113448376624,338,468,399
