State,District,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening
Tamil Nadu,Tuticorin,55.9,,55.6,9.8,8.4,28.2,24.5,4.8,0.7,100.0,100.0,57.8,3180,90.7,79.4,97.0,100.0,59.5,21.6,0.3,18.5,1.4,21.0,20.3,18.4,11.9,43.4,59.2,80.7,86.1,1.7,3.9,0.4
Tamil Nadu,Vellore,50.6,,60.9,8.0,8.1,25.6,25.9,2.8,0.3,100.0,99.5,71.4,2272,85.3,76.2,97.7,99.3,52.5,23.0,0.3,14.4,4.3,19.7,29.8,13.1,11.4,45.4,84.4,95.4,94.2,0.5,1.8,0.2
Tamil Nadu,Villupuram,62.5,,73.4,6.7,6.6,26.1,19.0,5.6,1.4,100.0,99.1,77.6,3255,68.6,53.8,98.4,99.7,45.7,38.1,0.2,25.1,8.8,20.5,23.9,12.4,17.2,37.0,80.1,94.9,72.7,8.8,14.7,3.7
Tamil Nadu,Virudhunagar,56.9,,58.9,8.3,6.2,22.9,20.2,9.3,0.0,100.0,97.8,51.3,2607,90.5,59.8,97.4,99.5,53.5,22.8,0.5,18.8,1.8,23.7,29.2,14.4,14.1,37.4,65.0,83.4,69.5,1.8,2.2,0.8
Telangana,Adilabad,61.1,61.0,76.3,5.9,4.7,26.4,23.1,10.3,1.7,93.9,94.1,63.6,4105,81.6,50.8,95.7,99.2,41.0,28.3,2.1,29.7,11.0,52.0,45.7,29.5,26.9,15.7,89.7,74.8,44.4,0.2,5.3,0.6
Telangana,Bhadradri Kothagudem,68.7,50.6,69.3,6.8,9.1,30.1,29.6,9.2,1.0,94.2,97.4,59.4,3255,89.2,75.3,99.1,99.4,41.8,38.8,2.9,28.4,4.7,25.3,28.4,21.8,14.9,31.0,92.8,70.1,62.5,0.0,3.4,3.2
Telangana,Hanumakonda,57.9,0.0,67.0,7.9,7.7,32.7,24.5,8.7,4.3,93.0,99.7,62.0,2825,94.6,81.2,99.1,99.6,57.2,43.3,2.9,14.0,1.5,36.0,29.5,29.5,16.8,32.0,88.4,71.3,63.7,0.0,1.4,0.4
Telangana,Hyderabad,52.7,0.0,63.6,6.5,5.4,41.7,30.2,1.0,0.8,94.6,98.3,48.9,2815,99.5,84.4,99.6,99.9,63.2,28.0,0.7,12.4,1.7,18.9,30.4,17.7,12.4,51.0,87.9,69.9,72.2,0.0,2.3,5.9
Telangana,Jagitial,56.3,0.0,59.9,8.6,7.5,31.3,25.5,4.1,0.4,91.9,94.4,59.2,3494,94.7,76.5,97.3,99.3,43.5,47.6,2.6,23.5,11.2,32.3,29.9,17.5,22.5,26.0,94.6,81.9,53.5,1.0,6.7,3.4
Telangana,Jangoan,57.5,0.0,69.5,8.1,6.5,29.0,26.1,10.8,2.7,90.1,99.6,71.7,4741,91.1,84.3,99.4,99.3,44.0,60.6,11.3,27.1,4.1,30.9,33.4,22.9,18.2,24.1,89.7,65.4,59.4,0.2,3.1,0.2
Telangana,Jayashankar Bhupalapally,65.9,0.0,67.9,9.8,5.3,31.5,28.4,7.0,1.9,95.1,99.5,71.5,5993,90.3,65.6,95.1,99.3,36.3,53.1,4.3,27.4,5.6,36.7,32.5,31.8,17.7,22.4,94.6,72.7,58.9,0.8,7.3,4.9
Telangana,Jogulamba Gadwal,64.6,76.9,82.4,6.1,3.4,29.7,21.5,5.4,3.7,91.7,94.2,61.8,2832,86.1,73.7,97.0,99.8,27.4,34.6,7.1,23.7,9.7,41.7,49.7,17.3,27.5,21.9,88.3,72.9,56.6,0.5,2.4,3.2
Telangana,Kamareddy,58.9,0.0,71.6,6.9,5.4,29.1,27.7,7.1,1.4,93.2,97.1,66.5,5957,82.3,68.2,99.4,99.5,35.6,41.8,16.7,25.7,5.6,43.9,33.4,34.5,21.7,21.0,87.5,79.5,56.1,0.6,2.0,1.6
Telangana,Karimnagar,61.1,61.0,70.8,6.6,6.2,34.7,25.0,13.5,2.1,86.9,98.4,58.6,4573,94.9,78.8,98.3,99.7,50.8,49.8,5.6,19.3,5.7,27.5,30.3,13.9,20.6,28.8,92.3,69.6,48.8,0.1,4.9,1.6
Telangana,Khammam,62.4,68.8,60.5,6.7,6.9,30.8,27.6,6.7,9.3,93.2,97.9,60.4,3771,97.1,84.5,98.4,99.7,40.9,31.8,1.3,19.5,2.0,26.2,22.2,24.7,12.8,36.1,84.9,76.3,66.7,0.3,2.2,2.1
Telangana,Kumuram Bheem Asifabad,67.3,65.8,70.7,6.2,3.9,27.2,21.8,7.1,2.2,83.4,82.0,63.6,4121,85.8,54.0,93.6,97.8,28.7,38.4,3.0,37.7,12.8,41.1,38.1,35.7,25.7,14.0,80.0,68.8,49.0,0.3,0.9,1.2
Telangana,Mahabubabad,62.8,54.1,81.1,6.8,7.7,28.8,21.9,11.2,1.5,95.4,97.7,69.3,3234,86.6,68.6,98.2,99.6,34.7,56.5,12.6,28.1,5.0,26.3,33.0,19.3,18.6,23.7,87.8,67.7,52.1,0.5,1.8,2.0
Telangana,Mahabubnagar,54.7,44.9,82.6,6.4,4.9,26.5,24.2,4.0,2.4,97.6,98.1,70.3,2369,85.9,73.7,99.6,99.4,40.4,42.9,8.0,25.3,7.5,33.0,42.6,17.8,24.0,24.0,86.2,62.6,69.1,0.0,2.2,1.4
Telangana,Mancherial,56.7,0.0,58.7,6.5,6.7,32.0,27.9,12.6,1.1,96.9,90.1,64.4,3041,93.1,78.1,95.6,99.6,48.8,44.1,1.9,22.4,6.5,27.4,25.9,22.1,21.9,24.6,86.7,64.7,68.1,0.2,1.8,1.9
Telangana,Medak,54.4,0.0,70.0,6.9,5.7,28.9,26.7,13.3,1.2,92.9,98.9,61.2,6139,80.1,78.2,99.9,99.4,39.3,54.0,23.8,26.2,6.4,42.0,36.4,21.3,25.4,23.3,78.9,68.5,41.8,0.4,4.0,2.7
Telangana,Medchal Malkajgiri,56.8,0.0,73.8,5.5,4.4,34.8,26.5,6.4,4.1,96.2,98.3,53.8,3534,99.0,86.2,99.9,100.0,59.3,39.3,2.4,17.9,3.0,25.0,33.4,12.0,15.2,41.8,89.4,69.6,60.8,0.2,0.5,0.7
Telangana,Mulugu,65.9,0.0,67.9,9.8,5.3,31.5,28.4,7.0,1.9,95.1,99.5,71.5,5993,90.3,65.6,95.1,99.3,36.3,53.1,4.3,27.4,5.6,36.7,32.5,31.8,17.7,22.4,94.6,72.7,58.9,0.8,7.3,4.9
Telangana,Nagarkurnool,54.0,0.0,75.1,7.0,4.5,27.3,24.6,3.6,2.9,94.5,98.0,68.6,2975,87.3,73.2,99.6,99.9,36.0,55.5,11.8,30.8,6.2,30.9,35.1,27.3,19.1,22.8,92.4,75.1,65.9,0.2,2.0,2.6
Telangana,Nalgonda,54.3,58.3,74.5,6.4,5.9,25.7,19.6,4.6,5.2,99.0,98.3,64.8,4320,94.6,76.4,99.2,99.9,40.9,51.4,7.4,24.3,4.0,28.0,31.7,29.8,15.5,28.5,90.5,65.7,66.8,0.2,4.6,1.4
Telangana,Nirmal,57.7,47.2,65.3,6.7,5.6,28.5,25.1,7.8,0.0,91.6,96.7,49.9,5080,88.8,63.6,98.3,99.5,40.9,43.9,3.5,29.0,13.0,33.4,31.7,18.1,26.9,22.5,85.2,69.7,58.7,0.9,6.5,1.4
Telangana,Nizamabad,57.0,38.9,65.3,6.3,5.1,31.2,27.1,16.2,1.1,91.8,97.3,52.3,5262,92.4,72.5,99.4,99.9,42.4,40.2,9.8,20.6,8.6,38.4,30.5,26.2,21.0,27.5,87.9,78.5,40.9,0.4,5.0,1.4
Telangana,Peddapalli,64.6,0.0,69.6,7.3,4.2,34.7,27.7,11.6,2.0,96.2,96.5,59.1,3850,96.6,77.8,98.0,99.5,46.6,47.5,4.2,21.6,4.6,33.1,27.5,28.8,16.5,26.1,83.5,77.9,61.0,0.3,4.9,3.5
Telangana,Rajanna Sircilla,56.0,36.6,65.7,6.2,6.5,36.0,30.2,6.1,2.1,95.4,97.6,62.8,3065,96.6,77.4,98.7,99.8,46.4,49.9,6.1,19.4,8.5,26.1,22.4,19.4,18.6,23.8,90.4,67.1,55.2,1.2,6.9,3.3
Telangana,Ranga Reddy,53.2,44.8,75.8,6.3,5.2,35.0,28.5,5.3,1.1,92.7,97.2,58.3,3499,97.0,81.1,99.4,99.7,51.4,46.8,6.7,18.9,4.5,29.5,37.8,13.9,14.9,40.6,95.5,75.1,48.2,0.1,0.5,1.0
Telangana,Sangareddy,48.3,63.9,67.0,6.3,4.4,32.6,25.7,12.3,0.8,95.1,93.0,58.1,4718,81.1,68.0,99.4,99.6,41.5,39.7,11.2,27.3,5.4,35.1,32.9,25.0,20.0,29.4,82.8,66.4,44.0,0.7,1.2,2.4
Telangana,Siddipet,56.7,0.0,63.5,7.9,4.0,36.9,26.6,8.3,3.1,90.5,99.7,60.9,5528,93.2,84.1,97.2,99.5,51.3,50.3,8.3,23.2,5.2,29.6,28.1,19.3,17.9,26.8,86.1,62.6,60.6,1.0,5.1,3.5
Telangana,Suryapet,57.5,39.8,76.6,9.0,8.1,27.3,25.2,4.6,4.3,94.2,95.9,63.1,3615,94.5,77.9,99.8,99.4,42.5,46.7,6.1,20.8,3.0,30.1,29.1,24.9,16.0,33.9,92.7,70.4,67.1,0.4,5.3,4.1
Telangana,Vikarabad,61.0,0.0,70.0,5.7,4.8,30.3,27.0,13.0,2.5,86.7,95.0,59.6,3201,76.0,66.7,99.7,99.1,38.3,44.7,17.0,29.2,11.6,37.1,32.1,20.0,25.6,25.7,78.0,54.8,37.2,0.1,2.8,0.6
Telangana,Wanaparthy,58.7,63.5,75.3,7.4,5.9,25.5,22.5,5.0,1.7,96.6,99.0,70.1,2989,88.9,75.9,99.4,99.2,37.0,48.7,8.7,27.5,8.9,33.2,40.4,15.1,24.6,23.5,91.4,62.8,64.3,0.3,3.3,2.2
Telangana,Warangal,59.3,61.5,71.5,6.5,6.6,29.4,26.3,14.4,4.6,94.5,100.0,72.0,3713,87.8,74.3,99.0,99.7,40.0,54.4,6.5,23.2,2.8,37.9,36.1,19.0,22.6,26.4,86.8,70.4,51.9,1.1,5.5,3.8
Telangana,Yadadri Bhuvanagiri,53.8,38.5,65.3,6.9,6.1,32.3,24.8,6.0,1.1,94.1,97.7,65.3,3082,94.9,81.9,99.7,99.6,48.0,58.4,12.9,22.2,5.6,27.2,38.3,10.3,19.4,24.6,92.1,67.2,60.5,0.2,2.4,2.1
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,64.4,62.1,74.8,7.9,7.1,13.5,13.3,2.1,0.3,98.1,96.3,58.8,502,74.3,63.1,94.8,99.7,31.5,26.1,1.4,39.8,3.3,42.1,42.4,20.9,27.0,23.0,82.0,90.9,65.1,0.2,0.3,0.2
The Dadra And Nagar Haveli And Daman And Diu,Daman,60.8,0.0,82.5,7.7,4.5,19.9,18.4,4.8,0.5,96.9,97.4,32.9,1200,92.1,67.1,96.0,99.5,42.9,32.6,0.6,36.1,2.3,29.3,30.0,25.2,22.3,36.9,62.7,70.5,38.4,0.3,0.7,0.3
The Dadra And Nagar Haveli And Daman And Diu,Diu,50.3,43.3,62.8,11.1,7.9,17.7,18.1,1.2,0.5,97.2,95.7,64.0,1310,85.3,89.7,99.7,100.0,52.7,25.2,0.4,34.5,1.7,28.5,33.9,17.4,16.4,30.6,85.7,90.7,79.9,0.0,0.3,0.3
Tripura,Dhalai,70.0,75.4,81.2,7.8,8.5,17.4,14.5,4.9,1.5,87.7,87.3,44.2,4010,34.0,67.6,70.3,97.7,13.9,40.2,7.5,61.3,55.2,27.6,45.7,15.9,15.9,19.1,58.1,52.0,26.0,0.4,0.6,0.5
Tripura,Gomati,62.3,52.8,70.7,8.4,7.9,21.4,19.8,9.8,1.6,94.1,93.2,29.9,10954,47.7,77.4,87.7,98.8,22.8,33.7,9.4,55.8,49.6,29.0,22.7,27.6,14.1,19.6,54.0,40.6,22.0,0.4,0.7,1.2
Tripura,Khowai,63.7,63.7,73.4,10.3,9.9,21.4,19.0,0.7,2.0,95.2,95.7,44.1,7328,41.5,67.8,83.2,99.0,18.9,40.3,9.6,61.9,51.3,24.7,47.0,16.6,18.7,15.4,57.2,41.5,38.0,0.0,0.2,0.0
Tripura,North Tripura,69.3,55.3,52.5,12.8,10.6,19.3,18.8,5.7,0.7,86.7,85.4,28.7,4418,41.6,74.1,75.6,96.2,23.7,33.5,6.1,64.0,52.5,32.2,26.2,30.0,18.6,16.8,75.5,67.1,17.3,0.0,0.2,0.0
Tripura,Sepahijala,69.4,55.8,72.1,10.0,8.7,19.9,19.3,9.9,0.4,87.2,87.7,31.6,8389,37.1,75.4,97.4,99.0,21.7,29.5,8.1,50.4,47.6,21.0,34.5,14.9,13.9,24.2,61.9,52.8,18.8,0.2,0.9,0.4
Tripura,South Tripura,66.5,57.1,59.6,9.7,8.3,24.2,22.4,11.3,3.2,88.6,89.7,37.3,7199,29.4,68.6,90.5,95.9,21.6,30.5,5.6,54.3,51.0,21.6,25.5,15.3,16.8,22.8,54.2,58.4,29.5,0.5,1.4,1.8
Tripura,Unakoti,67.9,76.7,62.8,11.0,8.6,22.1,21.0,6.2,1.6,66.0,71.5,28.0,7693,29.2,61.8,78.6,96.4,18.7,23.3,3.4,59.7,54.9,32.0,31.8,19.3,26.0,16.6,41.0,24.6,31.6,0.0,0.4,0.0
Tripura,West Tripura,67.3,56.2,54.5,7.9,8.4,27.1,25.1,2.4,0.5,96.9,95.3,28.1,5556,65.2,80.2,98.5,99.8,30.9,33.0,3.5,55.2,47.7,21.2,30.3,11.7,13.7,26.8,78.7,61.2,31.8,0.6,0.6,0.4
Uttar Pradesh,Agra,59.4,61.8,73.0,4.3,3.7,20.9,16.8,6.8,4.5,90.1,89.1,9.4,1879,67.5,70.8,99.8,99.1,36.1,20.9,0.6,46.1,8.9,26.2,35.9,16.4,15.4,25.2,62.1,42.7,20.9,0.3,0.3,0.4
Uttar Pradesh,Aligarh,56.5,59.0,62.6,7.8,7.4,22.0,18.2,5.6,3.2,85.5,82.6,17.6,2638,51.4,69.4,100.0,95.3,37.5,16.9,0.1,37.0,5.1,26.3,35.0,10.9,18.6,29.4,69.5,44.7,25.2,0.4,0.2,0.0
Uttar Pradesh,Ambedkar Nagar,52.7,47.9,54.9,8.5,7.2,22.0,17.2,3.0,1.6,87.9,92.2,23.0,2611,32.2,63.6,100.0,94.2,53.0,16.5,0.2,52.9,12.8,29.2,31.1,17.8,26.7,20.3,61.1,44.5,25.2,0.4,4.8,0.4
Uttar Pradesh,Amethi,46.1,36.6,52.4,5.7,5.9,21.2,19.2,4.4,3.7,91.4,90.8,20.9,2713,26.4,60.9,98.7,92.3,34.6,9.1,0.4,49.3,11.5,33.1,35.8,19.9,21.0,23.5,72.6,31.7,15.9,0.2,1.5,0.4
Uttar Pradesh,Amroha,47.6,40.4,69.6,6.9,2.8,24.6,19.1,5.5,0.4,86.7,81.1,8.3,1736,45.4,78.9,99.7,96.4,35.4,14.4,0.4,38.9,4.4,35.4,42.2,22.5,16.0,19.7,70.4,43.9,23.5,0.2,0.0,0.2
Uttar Pradesh,Auraiya,39.1,42.1,64.2,3.7,3.0,22.1,20.0,6.5,3.2,90.9,90.1,18.4,1182,33.7,74.3,99.5,94.0,46.2,11.4,0.3,46.8,9.3,32.6,39.7,19.4,18.8,19.3,72.2,50.4,23.7,0.3,1.4,0.7
Uttar Pradesh,Ayodhya,52.3,39.3,57.7,10.6,7.9,17.7,14.9,2.5,0.7,91.6,89.1,19.8,2525,41.3,64.4,100.0,90.3,49.0,10.6,0.2,41.2,8.7,27.5,30.6,12.4,20.0,24.5,48.4,33.8,20.8,0.0,0.0,0.2
Uttar Pradesh,Azamgarh,54.3,58.0,58.9,6.8,6.8,28.7,19.4,2.7,1.8,89.8,93.2,9.0,4265,37.6,72.8,100.0,96.5,52.6,14.7,0.3,44.1,9.4,28.0,33.4,14.4,22.1,21.5,53.7,38.5,19.4,1.5,4.6,0.6
Uttar Pradesh,Baghpat,53.3,70.7,60.2,6.0,5.8,25.5,21.4,4.0,0.6,82.3,80.9,12.5,2001,51.5,87.0,99.9,98.5,44.0,12.9,0.3,31.8,4.7,26.0,25.5,10.3,14.9,34.5,79.4,42.4,33.8,0.0,0.2,0.0
Uttar Pradesh,Bahraich,48.8,48.6,71.7,4.8,2.1,28.7,24.2,9.8,6.6,70.7,67.7,10.1,1745,38.2,44.2,100.0,77.8,14.4,12.2,0.6,59.0,26.6,38.0,52.1,14.4,29.9,12.5,40.2,34.3,22.4,0.0,0.2,1.3
Uttar Pradesh,Ballia,52.2,16.3,71.6,6.3,5.0,20.7,17.1,10.3,7.1,93.1,90.0,10.6,2441,53.8,61.7,99.8,89.1,50.1,9.9,0.5,35.6,2.2,42.5,43.8,21.9,16.8,16.6,64.0,30.5,15.8,0.4,0.9,0.7
Uttar Pradesh,Balrampur,53.7,38.1,75.4,4.2,3.3,25.3,23.2,5.1,5.4,67.4,69.7,13.0,1810,39.6,59.7,99.8,78.4,16.8,10.7,0.4,59.8,23.6,37.2,41.2,24.9,22.2,14.8,55.2,41.0,23.9,0.5,3.0,1.6
Uttar Pradesh,Banda,52.2,50.3,82.2,6.7,6.6,18.9,20.1,2.4,3.5,92.5,89.8,13.3,1132,26.8,59.3,98.2,89.2,27.1,12.4,0.5,63.3,19.7,49.8,51.0,25.7,25.7,13.5,66.9,39.0,18.0,1.4,3.6,1.7
Uttar Pradesh,Barabanki,55.3,60.7,65.5,5.2,3.2,22.7,19.1,5.2,4.8,73.3,76.0,14.6,3205,47.8,62.4,98.8,74.8,29.5,11.3,0.2,50.2,11.2,31.9,41.9,18.1,26.0,17.1,43.3,22.6,12.5,0.0,1.3,1.2
Uttar Pradesh,Bareilly,60.8,50.9,67.7,5.7,3.6,17.6,16.4,4.4,2.5,77.8,75.1,18.7,1919,54.6,79.7,100.0,92.5,22.1,17.8,0.1,39.3,5.5,35.2,45.9,15.4,18.2,25.0,72.2,43.1,18.0,0.0,0.2,0.0
Uttar Pradesh,Basti,39.9,28.8,58.4,5.9,4.3,25.0,19.2,10.4,7.7,92.0,93.2,15.8,2062,57.0,64.2,100.0,94.6,40.9,14.8,0.2,51.3,10.2,39.2,35.9,24.2,20.0,16.8,45.0,31.5,15.9,0.5,3.0,0.0
Uttar Pradesh,Bhadohi,43.8,53.8,59.2,5.3,4.3,23.0,14.9,4.1,1.6,92.3,90.3,18.8,3299,39.9,68.8,96.7,96.5,46.5,7.7,0.1,36.5,7.4,26.5,42.7,9.1,15.8,26.5,53.6,25.8,12.9,0.0,1.8,0.6
Uttar Pradesh,Bijnor,46.0,47.0,60.9,6.2,4.1,24.3,19.7,3.2,1.7,89.4,83.7,18.8,2240,45.8,78.2,99.7,96.1,39.7,15.1,0.2,36.5,3.6,21.9,36.2,9.4,17.0,28.0,68.7,48.8,21.8,0.0,0.0,0.2
Uttar Pradesh,Budaun,55.3,39.3,72.2,6.8,5.0,13.8,13.0,10.6,4.2,73.1,72.3,13.6,3622,39.8,69.7,99.8,80.7,21.6,14.0,0.5,41.9,7.1,43.0,51.8,18.2,19.4,15.2,58.5,40.6,15.9,0.4,0.7,0.2
Uttar Pradesh,Bulandshahr,52.0,61.2,64.1,6.9,6.7,26.2,21.2,5.4,1.8,86.7,83.5,20.5,1709,48.4,81.5,100.0,96.3,37.8,17.2,0.2,34.4,4.1,26.5,37.6,13.8,15.8,32.2,78.3,47.6,30.4,0.2,0.0,0.0
Uttar Pradesh,Chandauli,48.7,55.4,64.6,6.5,5.2,23.6,18.9,4.4,1.2,85.1,86.2,28.1,2530,42.3,66.7,97.5,91.9,47.2,16.9,0.4,44.8,7.1,29.9,39.5,17.4,21.4,23.1,69.3,32.9,26.3,0.8,4.2,0.6
Uttar Pradesh,Chitrakoot,46.6,43.9,55.3,3.8,1.6,16.4,15.1,3.2,1.9,78.4,81.1,17.4,2331,31.2,56.7,97.0,92.0,30.2,13.6,0.5,59.6,12.7,41.8,47.5,24.8,24.1,14.5,53.7,30.3,13.4,0.4,1.4,1.3
Uttar Pradesh,Deoria,33.8,21.1,54.9,6.3,4.2,21.0,17.6,5.0,1.6,91.6,93.4,10.5,1961,67.2,69.1,99.8,95.3,50.4,12.7,0.3,36.9,2.3,39.4,36.8,26.5,16.8,19.3,55.9,42.5,13.8,0.8,6.8,0.5
Uttar Pradesh,Etah,55.4,44.6,77.4,4.8,3.7,19.2,16.4,9.4,9.1,80.8,76.7,12.8,1929,39.6,62.7,99.8,88.0,38.8,15.1,0.6,46.0,5.0,30.6,48.8,15.0,18.7,20.4,54.1,33.6,20.0,0.3,0.7,0.0
Uttar Pradesh,Etawah,57.4,51.9,74.0,5.2,4.9,19.7,16.7,5.8,4.8,88.0,85.2,17.9,1692,48.6,78.1,99.5,95.7,45.7,16.9,0.1,45.5,5.2,24.3,38.8,13.9,16.0,23.7,67.9,43.7,28.7,0.0,0.2,0.2
Uttar Pradesh,Farrukhabad,56.9,47.7,77.1,3.9,3.3,14.8,13.8,4.6,4.1,74.7,69.3,13.5,1611,45.5,72.6,99.7,91.8,33.3,19.7,0.3,49.0,6.4,31.1,47.8,14.3,18.3,15.7,71.4,41.5,24.5,0.2,0.1,0.4
Uttar Pradesh,Fatehpur,63.0,49.0,78.1,4.2,2.5,18.0,17.0,2.9,1.9,85.6,81.4,16.8,2145,38.9,63.1,98.8,76.8,37.3,18.5,0.8,60.8,20.8,38.0,51.1,17.8,24.7,15.8,56.3,38.1,17.7,1.1,1.9,1.5
Uttar Pradesh,Firozabad,57.1,45.8,73.9,5.5,4.5,20.5,18.1,7.0,3.9,83.3,80.1,13.4,1791,53.5,69.0,99.4,96.3,42.4,17.7,0.3,45.6,5.2,25.6,46.9,9.5,18.8,24.3,58.3,39.3,14.9,0.2,0.2,0.0
Uttar Pradesh,Gautam Buddha Nagar,59.4,61.9,62.9,6.8,6.9,20.9,16.4,4.7,5.2,90.1,86.6,23.8,3626,75.0,74.0,99.9,99.4,51.9,17.3,0.2,29.7,3.0,21.9,25.5,12.0,15.0,34.7,75.3,52.7,34.1,0.0,0.2,0.2
Uttar Pradesh,Ghaziabad,55.2,39.6,61.8,8.0,7.8,24.5,19.3,4.7,0.8,88.0,86.4,20.0,2251,92.4,84.5,99.1,99.9,55.2,13.4,0.1,22.3,1.7,23.4,28.2,17.1,11.1,43.7,77.2,62.0,47.8,0.0,0.7,0.9
Uttar Pradesh,Ghazipur,45.7,29.8,71.6,7.8,4.9,20.3,14.2,6.6,5.3,90.5,88.3,10.6,2575,39.3,64.1,99.3,91.8,51.4,10.5,0.2,37.7,4.4,38.3,39.3,25.7,19.4,14.3,58.1,29.2,10.6,0.1,1.3,0.2
Uttar Pradesh,Gonda,49.3,48.8,62.0,3.2,3.6,28.6,22.9,15.4,11.2,82.6,81.8,13.4,2602,56.2,44.6,100.0,88.9,31.5,11.1,0.4,51.6,18.0,28.0,45.9,12.1,24.6,17.5,44.4,41.7,17.2,0.5,2.1,1.2
Uttar Pradesh,Gorakhpur,52.9,41.4,67.4,6.3,6.9,20.7,16.8,3.4,3.9,84.1,91.6,17.9,2533,66.8,69.6,99.8,94.9,42.8,18.9,0.1,44.6,5.4,33.7,29.6,23.3,18.0,21.1,63.9,56.3,29.3,1.3,1.8,0.9
Uttar Pradesh,Hamirpur,46.1,34.5,68.5,4.4,2.6,18.8,16.7,8.4,2.7,96.2,96.3,21.9,965,29.0,77.7,99.4,94.6,37.6,13.3,0.2,64.5,17.0,36.3,48.0,20.6,22.5,9.3,77.7,43.2,27.1,0.2,2.8,0.5
Uttar Pradesh,Hapur,50.6,30.8,69.4,4.9,4.1,25.7,22.9,3.9,2.0,85.6,83.3,14.9,1297,68.0,85.6,99.9,98.8,43.5,15.4,0.1,30.8,2.4,26.9,30.2,18.5,9.4,32.4,80.1,53.3,29.0,0.1,0.4,0.3
Uttar Pradesh,Hardoi,59.7,63.3,76.1,5.8,4.1,19.9,18.1,5.1,3.4,79.1,73.9,16.0,1679,29.0,55.7,99.9,71.0,26.5,14.3,0.1,52.1,6.5,33.0,44.5,22.3,22.9,13.6,68.0,39.7,23.8,0.3,0.7,1.5
Uttar Pradesh,Hathras,58.2,61.0,72.1,5.2,3.6,26.4,22.4,11.5,7.6,82.5,80.3,10.9,2896,46.5,73.3,99.0,94.9,39.1,12.9,0.5,43.3,8.0,24.5,39.1,12.0,15.9,23.8,49.1,27.8,15.0,1.7,2.4,2.2
Uttar Pradesh,Jalaun,44.2,52.7,55.2,2.8,2.6,20.0,16.8,1.2,0.8,85.6,85.1,17.6,2194,36.5,80.2,99.0,96.9,38.9,11.7,0.2,49.9,13.4,36.1,45.1,19.5,22.2,14.6,67.9,62.8,20.5,0.0,1.4,0.0
Uttar Pradesh,Jaunpur,34.0,30.5,65.3,4.9,3.5,19.7,16.0,5.1,4.8,86.7,88.8,12.0,2030,55.2,62.6,99.1,98.2,52.7,13.6,0.6,43.8,5.8,30.3,40.5,14.8,17.5,15.7,47.9,47.6,14.8,0.0,4.2,0.1
Uttar Pradesh,Jhansi,41.3,35.7,70.3,5.7,2.8,17.3,15.7,4.9,3.4,93.4,92.9,11.4,1090,51.9,73.2,96.8,95.2,43.3,10.9,0.3,49.5,10.1,39.3,40.9,25.2,18.7,12.6,70.3,36.6,24.7,0.5,1.7,0.9
Uttar Pradesh,Kannauj,65.2,66.4,79.6,2.8,3.1,14.4,14.9,5.6,3.5,81.5,76.4,15.3,1914,35.5,70.1,99.9,87.3,37.3,15.3,0.3,50.9,8.7,33.5,43.0,21.5,20.5,18.8,65.6,46.4,25.4,1.0,2.3,1.2
Uttar Pradesh,Kanpur Dehat,54.9,60.2,69.2,5.1,4.2,16.5,12.6,4.4,1.5,83.8,84.3,17.9,1993,39.3,70.6,99.4,79.8,45.4,16.5,0.4,50.5,10.2,32.8,44.1,12.5,17.1,19.6,66.8,54.4,24.0,0.0,0.6,0.6
Uttar Pradesh,Kanpur Nagar,57.0,46.3,76.3,3.9,5.1,16.2,17.3,7.1,3.9,87.0,86.6,16.1,2645,76.9,77.5,98.8,89.3,58.5,15.1,0.3,46.8,9.5,27.8,34.6,21.4,13.8,25.2,78.4,69.9,26.6,0.5,0.8,1.0
Uttar Pradesh,Kasganj,64.6,44.8,80.8,6.4,3.6,19.5,16.5,11.1,6.1,77.2,74.8,15.1,1834,36.6,69.8,99.4,87.2,29.7,17.1,0.4,44.7,6.9,35.5,45.1,19.3,17.7,20.7,61.2,38.1,22.4,0.2,0.6,0.2
Uttar Pradesh,Kaushambi,54.4,49.6,65.5,7.2,6.7,10.0,9.4,3.9,1.8,92.8,88.6,20.2,1628,37.0,59.6,98.3,78.7,31.9,13.0,0.2,53.6,14.9,36.8,40.2,18.3,24.1,17.3,72.2,34.0,21.3,0.2,0.5,0.6
Uttar Pradesh,Kheri,53.0,56.1,66.3,4.7,4.0,22.4,20.1,3.7,1.3,81.2,82.8,22.0,2126,35.9,65.6,99.9,84.2,28.7,17.5,0.2,55.2,14.8,36.3,47.6,15.8,30.9,16.4,53.9,48.0,12.0,0.0,0.6,0.3
