State,District,Households_x,Population,Literacy_Rate,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening,Functional_Sub_Centres,Functional_PHCs,Functional_CHCs,Functional_SDHs,Functional_DHs,Households_y,Landless_Manual_Labour,Non_Agricultural_Enterprise,Income_Tax_Households,Government_Salaried,Private_Salaried,Income_Above_10000,Refrigerator,Four_Wheeler,Kisan_Credit_Card,Reporting_Offices,Aggregate_Deposit,Gross_Bank_Credit
Uttar Pradesh,Ballia,480268.0,3239774.0,60.61,52.2,16.3,71.6,6.3,5.0,20.7,17.1,10.3,7.1,93.1,90.0,10.6,2441.0,53.8,61.7,99.8,89.1,50.1,9.9,0.5,35.6,2.2,42.5,43.8,21.9,16.8,16.6,64.0,30.5,15.8,0.4,0.9,0.7,,,,,,358280.0,155687.0,4755.0,19472.0,35937.0,6413.0,45558.0,15358.0,5322.0,15730.0,252.0,17301.0905,5474.8115
Uttar Pradesh,Balrampur,323881.0,2148665.0,40.41,53.7,38.1,75.4,4.2,3.3,25.3,23.2,5.1,5.4,67.4,69.7,13.0,1810.0,39.6,59.7,99.8,78.4,16.8,10.7,0.4,59.8,23.6,37.2,41.2,24.9,22.2,14.8,55.2,41.0,23.9,0.5,3.0,1.6,215.0,26.0,9.0,0.0,3.0,290246.0,97276.0,6062.0,3638.0,5757.0,4033.0,21471.0,10604.0,7322.0,11726.0,145.0,7062.4026,3374.8176
Uttar Pradesh,Banda,319963.0,1799410.0,55.74,52.2,50.3,82.2,6.7,6.6,18.9,20.1,2.4,3.5,92.5,89.8,13.3,1132.0,26.8,59.3,98.2,89.2,27.1,12.4,0.5,63.3,19.7,49.8,51.0,25.7,25.7,13.5,66.9,39.0,18.0,1.4,3.6,1.7,277.0,53.0,4.0,0.0,2.0,266622.0,108625.0,4039.0,5094.0,6785.0,1319.0,10896.0,8078.0,3223.0,20743.0,152.0,8623.1425,3808.0722
Uttar Pradesh,Barabanki,579058.0,3260699.0,51.9,55.3,60.7,65.5,5.2,3.2,22.7,19.1,5.2,4.8,73.3,76.0,14.6,3205.0,47.8,62.4,98.8,74.8,29.5,11.3,0.2,50.2,11.2,31.9,41.9,18.1,26.0,17.1,43.3,22.6,12.5,0.0,1.3,1.2,352.0,57.0,19.0,0.0,3.0,518293.0,152381.0,5988.0,8296.0,14057.0,2769.0,29586.0,21552.0,11152.0,49637.0,270.0,12931.2095,8815.5728
Uttar Pradesh,Bareilly,756784.0,4448359.0,49.27,60.8,50.9,67.7,5.7,3.6,17.6,16.4,4.4,2.5,77.8,75.1,18.7,1919.0,54.6,79.7,100.0,92.5,22.1,17.8,0.1,39.3,5.5,35.2,45.9,15.4,18.2,25.0,72.2,43.1,18.0,0.0,0.2,0.0,410.0,71.0,16.0,0.0,2.0,459428.0,188561.0,5911.0,9133.0,10107.0,5378.0,25110.0,28561.0,7873.0,36166.0,410.0,35703.747,25867.6238
Uttar Pradesh,Basti,382212.0,2464464.0,56.56,39.9,28.8,58.4,5.9,4.3,25.0,19.2,10.4,7.7,92.0,93.2,15.8,2062.0,57.0,64.2,100.0,94.6,40.9,14.8,0.2,51.3,10.2,39.2,35.9,24.2,20.0,16.8,45.0,31.5,15.9,0.5,3.0,0.0,273.0,41.0,14.0,0.0,3.0,377649.0,89239.0,6696.0,14014.0,20227.0,7022.0,34868.0,17270.0,9838.0,18734.0,176.0,12251.6742,5044.4272
Uttar Pradesh,Bhadohi,,,,43.8,53.8,59.2,5.3,4.3,23.0,14.9,4.1,1.6,92.3,90.3,18.8,3299.0,39.9,68.8,96.7,96.5,46.5,7.7,0.1,36.5,7.4,26.5,42.7,9.1,15.8,26.5,53.6,25.8,12.9,0.0,1.8,0.6,161.0,17.0,6.0,0.0,2.0,187196.0,73791.0,4852.0,4371.0,6322.0,8525.0,18364.0,11402.0,4347.0,5325.0,135.0,8682.9473,4232.012
Uttar Pradesh,Bijnor,633197.0,3682713.0,57.98,46.0,47.0,60.9,6.2,4.1,24.3,19.7,3.2,1.7,89.4,83.7,18.8,2240.0,45.8,78.2,99.7,96.1,39.7,15.1,0.2,36.5,3.6,21.9,36.2,9.4,17.0,28.0,68.7,48.8,21.8,0.0,0.0,0.2,343.0,62.0,11.0,0.0,2.0,489378.0,217060.0,12208.0,7153.0,9649.0,12291.0,36458.0,51102.0,3422.0,73450.0,309.0,19080.2466,11511.8059
Uttar Pradesh,Budaun,615776.0,3681896.0,42.03,55.3,39.3,72.2,6.8,5.0,13.8,13.0,10.6,4.2,73.1,72.3,13.6,3622.0,39.8,69.7,99.8,80.7,21.6,14.0,0.5,41.9,7.1,43.0,51.8,18.2,19.4,15.2,58.5,40.6,15.9,0.4,0.7,0.2,291.0,51.0,14.0,0.0,2.0,403177.0,115478.0,5100.0,5413.0,6913.0,4343.0,20971.0,18391.0,8361.0,30863.0,171.0,8847.3469,7171.831
Uttar Pradesh,Bulandshahr,587529.0,3499171.0,58.06,52.0,61.2,64.1,6.9,6.7,26.2,21.2,5.4,1.8,86.7,83.5,20.5,1709.0,48.4,81.5,100.0,96.3,37.8,17.2,0.2,34.4,4.1,26.5,37.6,13.8,15.8,32.2,78.3,47.6,30.4,0.2,0.0,0.0,346.0,68.0,13.0,0.0,4.0,424093.0,171792.0,8169.0,13162.0,23646.0,10263.0,41502.0,62392.0,13669.0,68560.0,261.0,20797.9578,10894.6074
Uttar Pradesh,Chandauli,296804.0,1952756.0,60.15,48.7,55.4,64.6,6.5,5.2,23.6,18.9,4.4,1.2,85.1,86.2,28.1,2530.0,42.3,66.7,97.5,91.9,47.2,16.9,0.4,44.8,7.1,29.9,39.5,17.4,21.4,23.1,69.3,32.9,26.3,0.8,4.2,0.6,248.0,30.0,4.0,0.0,4.0,262593.0,138476.0,3391.0,8365.0,15132.0,2584.0,21424.0,10979.0,4315.0,8214.0,177.0,9839.4866,4893.0841
Uttar Pradesh,Chitrakoot,168232.0,991730.0,53.55,46.6,43.9,55.3,3.8,1.6,16.4,15.1,3.2,1.9,78.4,81.1,17.4,2331.0,31.2,56.7,97.0,92.0,30.2,13.6,0.5,59.6,12.7,41.8,47.5,24.8,24.1,14.5,53.7,30.3,13.4,0.4,1.4,1.3,134.0,28.0,6.0,0.0,1.0,151240.0,50261.0,1084.0,3313.0,6106.0,575.0,11125.0,5565.0,3068.0,9448.0,88.0,4370.9176,2012.1081
Uttar Pradesh,Deoria,468346.0,3100946.0,60.47,33.8,21.1,54.9,6.3,4.2,21.0,17.6,5.0,1.6,91.6,93.4,10.5,1961.0,67.2,69.1,99.8,95.3,50.4,12.7,0.3,36.9,2.3,39.4,36.8,26.5,16.8,19.3,55.9,42.5,13.8,0.8,6.8,0.5,,,,,,448073.0,70122.0,25161.0,21484.0,33277.0,72650.0,57126.0,22285.0,5708.0,14446.0,254.0,17140.1951,6756.2057
Uttar Pradesh,Etah,290683.0,1774480.0,59.47,55.4,44.6,77.4,4.8,3.7,19.2,16.4,9.4,9.1,80.8,76.7,12.8,1929.0,39.6,62.7,99.8,88.0,38.8,15.1,0.6,46.0,5.0,30.6,48.8,15.0,18.7,20.4,54.1,33.6,20.0,0.3,0.7,0.0,191.0,34.0,4.0,0.0,2.0,241868.0,55311.0,4076.0,5894.0,11768.0,2562.0,19968.0,12184.0,5452.0,18659.0,125.0,7012.2101,5052.7815
Uttar Pradesh,Etawah,277527.0,1581810.0,67.14,57.4,51.9,74.0,5.2,4.9,19.7,16.7,5.8,4.8,88.0,85.2,17.9,1692.0,48.6,78.1,99.5,95.7,45.7,16.9,0.1,45.5,5.2,24.3,38.8,13.9,16.0,23.7,67.9,43.7,28.7,0.0,0.2,0.2,167.0,34.0,8.0,0.0,3.0,213679.0,50058.0,19411.0,6687.0,11629.0,8607.0,14483.0,18853.0,3227.0,13896.0,128.0,10276.838,4839.951
Uttar Pradesh,Faizabad,423375.0,2470996.0,58.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Farrukhabad,314144.0,1885204.0,57.96,56.9,47.7,77.1,3.9,3.3,14.8,13.8,4.6,4.1,74.7,69.3,13.5,1611.0,45.5,72.6,99.7,91.8,33.3,19.7,0.3,49.0,6.4,31.1,47.8,14.3,18.3,15.7,71.4,41.5,24.5,0.2,0.1,0.4,214.0,31.0,8.0,0.0,3.0,246248.0,80237.0,3166.0,5223.0,10196.0,5740.0,17434.0,12996.0,5346.0,21832.0,134.0,8647.4867,4403.5808
Uttar Pradesh,Fatehpur,472238.0,2632733.0,57.44,63.0,49.0,78.1,4.2,2.5,18.0,17.0,2.9,1.9,85.6,81.4,16.8,2145.0,38.9,63.1,98.8,76.8,37.3,18.5,0.8,60.8,20.8,38.0,51.1,17.8,24.7,15.8,56.3,38.1,17.7,1.1,1.9,1.5,321.0,47.0,11.0,0.0,2.0,405391.0,151442.0,5301.0,6883.0,13721.0,5008.0,24557.0,14569.0,2795.0,18052.0,199.0,12251.9498,5856.8802
Uttar Pradesh,Firozabad,414266.0,2498156.0,60.92,57.1,45.8,73.9,5.5,4.5,20.5,18.1,7.0,3.9,83.3,80.1,13.4,1791.0,53.5,69.0,99.4,96.3,42.4,17.7,0.3,45.6,5.2,25.6,46.9,9.5,18.8,24.3,58.3,39.3,14.9,0.2,0.2,0.0,217.0,71.0,5.0,0.0,3.0,257484.0,86636.0,3815.0,7406.0,10869.0,3384.0,21268.0,30352.0,5518.0,18895.0,169.0,12541.1169,8175.7366
Uttar Pradesh,Gautam Buddha Nagar,327090.0,1648115.0,68.14,59.4,61.9,62.9,6.8,6.9,20.9,16.4,4.7,5.2,90.1,86.6,23.8,3626.0,75.0,74.0,99.9,99.4,51.9,17.3,0.2,29.7,3.0,21.9,25.5,12.0,15.0,34.7,75.3,52.7,34.1,0.0,0.2,0.2,128.0,37.0,5.0,0.0,2.0,42471.0,11551.0,4496.0,2504.0,3485.0,7630.0,6906.0,14783.0,3892.0,3299.0,683.0,241878.7589,133837.6677
Uttar Pradesh,Ghaziabad,850676.0,4681645.0,66.71,55.2,39.6,61.8,8.0,7.8,24.5,19.3,4.7,0.8,88.0,86.4,20.0,2251.0,92.4,84.5,99.1,99.9,55.2,13.4,0.1,22.3,1.7,23.4,28.2,17.1,11.1,43.7,77.2,62.0,47.8,0.0,0.7,0.9,146.0,66.0,4.0,0.0,3.0,106910.0,37498.0,11258.0,4675.0,6045.0,21090.0,16998.0,40061.0,5256.0,7552.0,517.0,105513.6441,54388.1199
Uttar Pradesh,Ghazipur,546664.0,3620268.0,60.7,45.7,29.8,71.6,7.8,4.9,20.3,14.2,6.6,5.3,90.5,88.3,10.6,2575.0,39.3,64.1,99.3,91.8,51.4,10.5,0.2,37.7,4.4,38.3,39.3,25.7,19.4,14.3,58.1,29.2,10.6,0.1,1.3,0.2,399.0,60.0,17.0,0.0,2.0,477191.0,102623.0,12066.0,18956.0,36032.0,11822.0,55363.0,27132.0,6620.0,28048.0,297.0,20734.0282,7872.1381
Uttar Pradesh,Gonda,541247.0,3433919.0,48.92,49.3,48.8,62.0,3.2,3.6,28.6,22.9,15.4,11.2,82.6,81.8,13.4,2602.0,56.2,44.6,100.0,88.9,31.5,11.1,0.4,51.6,18.0,28.0,45.9,12.1,24.6,17.5,44.4,41.7,17.2,0.5,2.1,1.2,322.0,52.0,16.0,0.0,2.0,523254.0,111796.0,7772.0,13070.0,22170.0,5038.0,42662.0,25166.0,12979.0,35107.0,234.0,14252.632,6769.9803
Uttar Pradesh,Gorakhpur,692960.0,4440895.0,60.81,52.9,41.4,67.4,6.3,6.9,20.7,16.8,3.4,3.9,84.1,91.6,17.9,2533.0,66.8,69.6,99.8,94.9,42.8,18.9,0.1,44.6,5.4,33.7,29.6,23.3,18.0,21.1,63.9,56.3,29.3,1.3,1.8,0.9,532.0,85.0,15.0,0.0,2.0,569449.0,212513.0,14274.0,21603.0,34756.0,11801.0,61111.0,29401.0,8924.0,15591.0,479.0,50084.3336,25751.8536
Uttar Pradesh,Hamirpur,204863.0,1104285.0,59.16,46.1,34.5,68.5,4.4,2.6,18.8,16.7,8.4,2.7,96.2,96.3,21.9,965.0,29.0,77.7,99.4,94.6,37.6,13.3,0.2,64.5,17.0,36.3,48.0,20.6,22.5,9.3,77.7,43.2,27.1,0.2,2.8,0.5,214.0,41.0,4.0,0.0,2.0,173890.0,57389.0,1620.0,4323.0,6559.0,560.0,8925.0,9043.0,6219.0,22853.0,108.0,5071.8208,2720.5246
Uttar Pradesh,Hapur,,,,50.6,30.8,69.4,4.9,4.1,25.7,22.9,3.9,2.0,85.6,83.3,14.9,1297.0,68.0,85.6,99.9,98.8,43.5,15.4,0.1,30.8,2.4,26.9,30.2,18.5,9.4,32.4,80.1,53.3,29.0,0.1,0.4,0.3,181.0,26.0,6.0,0.0,1.0,144562.0,46187.0,13044.0,12976.0,14122.0,15588.0,18399.0,43518.0,11875.0,26154.0,150.0,10264.0013,6220.6298
Uttar Pradesh,Hardoi,730442.0,4092845.0,54.28,59.7,63.3,76.1,5.8,4.1,19.9,18.1,5.1,3.4,79.1,73.9,16.0,1679.0,29.0,55.7,99.9,71.0,26.5,14.3,0.1,52.1,6.5,33.0,44.5,22.3,22.9,13.6,68.0,39.7,23.8,0.3,0.7,1.5,433.0,50.0,20.0,0.0,2.0,676777.0,136239.0,5982.0,10459.0,13781.0,2992.0,27228.0,44814.0,46404.0,47742.0,261.0,14123.156,7386.6051
Uttar Pradesh,Hathras,,,,58.2,61.0,72.1,5.2,3.6,26.4,22.4,11.5,7.6,82.5,80.3,10.9,2896.0,46.5,73.3,99.0,94.9,39.1,12.9,0.5,43.3,8.0,24.5,39.1,12.0,15.9,23.8,49.1,27.8,15.0,1.7,2.4,2.2,194.0,27.0,7.0,0.0,2.0,199339.0,78235.0,12464.0,7450.0,11008.0,4109.0,24780.0,45420.0,4590.0,28742.0,138.0,8106.2917,5230.7914
Uttar Pradesh,Jalaun,288338.0,1689974.0,63.62,44.2,52.7,55.2,2.8,2.6,20.0,16.8,1.2,0.8,85.6,85.1,17.6,2194.0,36.5,80.2,99.0,96.9,38.9,11.7,0.2,49.9,13.4,36.1,45.1,19.5,22.2,14.6,67.9,62.8,20.5,0.0,1.4,0.0,287.0,41.0,7.0,0.0,2.0,211406.0,54029.0,8286.0,5391.0,7057.0,2962.0,14031.0,18762.0,5260.0,25462.0,137.0,8345.1365,3857.1525
Uttar Pradesh,Jaunpur,663513.0,4494204.0,60.78,34.0,30.5,65.3,4.9,3.5,19.7,16.0,5.1,4.8,86.7,88.8,12.0,2030.0,55.2,62.6,99.1,98.2,52.7,13.6,0.6,43.8,5.8,30.3,40.5,14.8,17.5,15.7,47.9,47.6,14.8,0.0,4.2,0.1,507.0,83.0,22.0,0.0,2.0,585443.0,119398.0,22799.0,21359.0,30076.0,45619.0,66649.0,40912.0,8955.0,43564.0,357.0,24038.1727,9094.1965
Uttar Pradesh,Jhansi,367779.0,1998603.0,65.27,41.3,35.7,70.3,5.7,2.8,17.3,15.7,4.9,3.4,93.4,92.9,11.4,1090.0,51.9,73.2,96.8,95.2,43.3,10.9,0.3,49.5,10.1,39.3,40.9,25.2,18.7,12.6,70.3,36.6,24.7,0.5,1.7,0.9,338.0,45.0,12.0,0.0,2.0,209435.0,42255.0,6843.0,5187.0,6639.0,2435.0,11047.0,16445.0,5321.0,51424.0,232.0,25446.7345,12250.2397
Uttar Pradesh,Jyotiba Phule Nagar,314401.0,1840221.0,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kannauj,280928.0,1656616.0,61.4,65.2,66.4,79.6,2.8,3.1,14.4,14.9,5.6,3.5,81.5,76.4,15.3,1914.0,35.5,70.1,99.9,87.3,37.3,15.3,0.3,50.9,8.7,33.5,43.0,21.5,20.5,18.8,65.6,46.4,25.4,1.0,2.3,1.2,189.0,35.0,11.0,0.0,2.0,232933.0,51278.0,2935.0,5638.0,9461.0,1905.0,14493.0,13156.0,5433.0,23810.0,135.0,6661.1856,4222.8129
Uttar Pradesh,Kanpur Dehat,329817.0,1796184.0,65.15,54.9,60.2,69.2,5.1,4.2,16.5,12.6,4.4,1.5,83.8,84.3,17.9,1993.0,39.3,70.6,99.4,79.8,45.4,16.5,0.4,50.5,10.2,32.8,44.1,12.5,17.1,19.6,66.8,54.4,24.0,0.0,0.6,0.6,240.0,30.0,8.0,0.0,2.0,293813.0,109968.0,4305.0,7301.0,12250.0,5279.0,17929.0,18133.0,6709.0,18844.0,173.0,7646.3331,3685.6773
Uttar Pradesh,Kanpur Nagar,863338.0,4581268.0,70.79,57.0,46.3,76.3,3.9,5.1,16.2,17.3,7.1,3.9,87.0,86.6,16.1,2645.0,76.9,77.5,98.8,89.3,58.5,15.1,0.3,46.8,9.5,27.8,34.6,21.4,13.8,25.2,78.4,69.9,26.6,0.5,0.8,1.0,391.0,92.0,10.0,0.0,5.0,279719.0,90900.0,6752.0,4855.0,7237.0,15504.0,13822.0,15774.0,3239.0,16100.0,696.0,110054.5688,55849.2714
Uttar Pradesh,Kanshiram Nagar,237903.0,1436719.0,50.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kasganj,,,,64.6,44.8,80.8,6.4,3.6,19.5,16.5,11.1,6.1,77.2,74.8,15.1,1834.0,36.6,69.8,99.4,87.2,29.7,17.1,0.4,44.7,6.9,35.5,45.1,19.3,17.7,20.7,61.2,38.1,22.4,0.2,0.6,0.2,170.0,31.0,7.0,0.0,1.0,191433.0,47733.0,1416.0,2906.0,4893.0,1983.0,11223.0,6812.0,3467.0,14385.0,90.0,4519.9582,3138.6914
Uttar Pradesh,Kaushambi,277851.0,1599596.0,50.85,54.4,49.6,65.5,7.2,6.7,10.0,9.4,3.9,1.8,92.8,88.6,20.2,1628.0,37.0,59.6,98.3,78.7,31.9,13.0,0.2,53.6,14.9,36.8,40.2,18.3,24.1,17.3,72.2,34.0,21.3,0.2,0.5,0.6,156.0,34.0,5.0,0.0,1.0,242316.0,89076.0,5892.0,5715.0,8558.0,6487.0,12904.0,10689.0,2441.0,6911.0,137.0,5876.0618,2656.6113
Uttar Pradesh,Kheri,745077.0,4021243.0,50.58,53.0,56.1,66.3,4.7,4.0,22.4,20.1,3.7,1.3,81.2,82.8,22.0,2126.0,35.9,65.6,99.9,84.2,28.7,17.5,0.2,55.2,14.8,36.3,47.6,15.8,30.9,16.4,53.9,48.0,12.0,0.0,0.6,0.3,386.0,62.0,15.0,0.0,2.0,640628.0,240929.0,5899.0,8057.0,12195.0,1628.0,30707.0,27011.0,17127.0,61565.0,281.0,12687.1259,9634.8675
Uttar Pradesh,Kushi Nagar,561062.0,3564544.0,54.84,42.3,31.9,52.8,6.2,4.9,21.9,16.4,4.6,5.9,93.1,89.4,15.6,2571.0,55.2,73.1,100.0,91.5,34.1,16.9,0.2,45.1,4.3,36.6,32.2,24.3,19.0,20.2,44.4,35.8,17.8,0.3,3.0,0.3,367.0,55.0,16.0,0.0,1.0,543474.0,108530.0,6511.0,11067.0,17831.0,6640.0,43424.0,16070.0,9393.0,15718.0,233.0,12364.0763,5919.0607
Uttar Pradesh,Lalitpur,222094.0,1221592.0,52.49,38.1,51.0,56.0,3.8,2.6,17.9,17.2,2.7,0.8,84.5,90.8,11.7,1381.0,20.3,64.2,96.6,94.1,23.8,16.7,0.7,54.5,5.5,34.8,46.6,18.7,22.4,13.2,65.7,45.7,26.8,0.2,0.9,0.5,197.0,26.0,5.0,0.0,2.0,185248.0,25930.0,4486.0,2477.0,3745.0,951.0,7537.0,5887.0,3033.0,46148.0,103.0,5092.1995,4296.0926
Uttar Pradesh,Lucknow,860703.0,4589838.0,68.13,55.8,,52.9,5.6,6.1,22.8,21.2,4.9,1.4,87.9,91.3,15.8,3489.0,78.3,80.4,99.8,96.8,51.9,14.2,0.2,39.2,7.7,25.5,32.1,11.5,15.7,34.8,74.8,53.1,22.8,0.0,1.1,0.4,303.0,79.0,19.0,0.0,9.0,276550.0,84997.0,5413.0,9882.0,15116.0,7284.0,20353.0,32840.0,6038.0,9473.0,1112.0,298073.5342,112466.4464
Uttar Pradesh,Mahamaya Nagar,260860.0,1564708.0,60.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Mahoba,158435.0,875958.0,55.72,49.4,45.2,70.1,3.1,3.4,15.7,15.0,6.6,4.0,97.0,96.3,16.2,1213.0,28.2,69.0,94.3,95.9,30.7,12.2,0.2,63.3,13.2,33.4,42.3,25.0,28.0,10.6,76.0,46.2,27.7,0.7,6.0,1.8,150.0,16.0,5.0,0.0,2.0,127374.0,33111.0,1957.0,2664.0,3686.0,576.0,6017.0,4912.0,5680.0,21126.0,68.0,4268.4221,2588.9965
Uttar Pradesh,Mahrajganj,426565.0,2684703.0,52.86,47.1,38.9,60.5,6.9,6.0,24.9,19.6,3.4,4.2,92.0,93.3,18.2,2398.0,65.1,66.7,100.0,94.8,33.8,17.2,0.3,47.8,5.9,37.4,40.5,21.8,17.9,19.9,55.5,52.5,26.5,0.3,0.7,0.3,291.0,40.0,12.0,0.0,1.0,402270.0,58312.0,4071.0,8309.0,13628.0,2295.0,26468.0,14513.0,8610.0,19423.0,176.0,8162.9166,5455.9043
Uttar Pradesh,Mainpuri,313690.0,1868529.0,64.43,57.8,48.4,70.4,6.3,4.4,17.9,14.4,5.7,4.9,84.7,82.7,16.1,2390.0,39.8,63.1,99.6,95.2,45.8,15.2,0.5,41.3,2.9,33.6,44.3,14.6,15.3,21.7,63.7,38.1,16.2,0.4,1.0,0.0,206.0,46.0,10.0,0.0,2.0,258764.0,40364.0,9573.0,7248.0,12066.0,7083.0,15678.0,19708.0,4533.0,13977.0,131.0,7803.3777,5446.4452
Uttar Pradesh,Mathura,423125.0,2547184.0,59.19,63.0,55.2,77.2,4.8,3.9,25.4,21.1,9.3,6.4,81.5,79.5,10.8,2650.0,47.3,71.2,98.4,98.2,34.7,13.0,0.1,42.9,9.3,21.3,31.6,11.0,18.1,25.4,59.3,39.3,14.1,0.5,0.7,0.2,206.0,34.0,12.0,0.0,3.0,263587.0,99732.0,5091.0,8070.0,12636.0,6168.0,30704.0,50427.0,11629.0,34857.0,301.0,26507.0854,15190.1098
Uttar Pradesh,Mau,324424.0,2205968.0,61.79,44.3,37.2,62.7,5.8,4.8,29.9,23.9,4.7,2.6,90.7,94.7,16.0,2476.0,54.2,75.1,99.8,94.2,53.1,13.6,0.4,39.3,6.4,30.3,25.4,21.2,16.5,20.2,64.4,43.2,27.6,1.0,3.7,1.2,225.0,43.0,6.0,0.0,2.0,251204.0,65956.0,3908.0,11523.0,17043.0,7170.0,30865.0,13549.0,5225.0,10113.0,174.0,12558.3922,4686.6896
Uttar Pradesh,Meerut,579110.0,3443689.0,62.19,45.5,44.9,55.2,7.3,5.8,26.2,20.0,2.8,2.0,88.8,80.6,18.4,1726.0,68.5,82.7,99.7,98.6,47.3,13.7,0.2,24.4,2.6,23.7,32.1,10.2,12.8,38.5,73.4,49.9,35.5,0.0,0.2,0.0,279.0,57.0,12.0,0.0,2.0,252476.0,128685.0,3996.0,8819.0,12906.0,7351.0,28931.0,59213.0,10738.0,42425.0,485.0,54929.661,29621.9332
Uttar Pradesh,Mirzapur,394925.0,2496970.0,57.22,42.1,36.4,59.8,5.4,3.8,29.0,21.7,3.8,2.6,88.6,91.1,15.0,2576.0,42.5,72.3,96.9,92.7,43.8,14.0,0.1,42.2,5.4,27.6,43.4,12.5,20.9,22.3,55.7,36.5,11.6,0.2,3.3,0.8,263.0,39.0,16.0,0.0,2.0,332438.0,155942.0,5757.0,11398.0,16584.0,4348.0,25744.0,19651.0,9038.0,15405.0,219.0,12878.9694,5673.0312
Uttar Pradesh,Moradabad,796170.0,4772006.0,47.44,44.9,33.6,67.6,8.1,5.2,25.6,21.3,7.0,2.2,85.6,80.3,17.1,5877.0,58.3,79.0,99.8,96.0,42.6,13.8,0.3,32.6,3.6,27.0,34.7,19.1,13.4,17.0,73.7,33.2,17.2,0.8,0.8,0.4,259.0,56.0,7.0,0.0,2.0,324496.0,152361.0,4339.0,6192.0,9593.0,4468.0,23330.0,25615.0,9424.0,35256.0,337.0,27063.4641,19100.8475
Uttar Pradesh,Muzaffarnagar,676642.0,4143512.0,58.34,46.0,40.2,65.4,8.5,5.5,24.2,21.6,6.4,0.5,89.9,87.0,8.2,1747.0,59.8,80.1,99.9,97.8,41.8,13.7,0.3,31.7,3.7,29.9,29.8,20.7,11.1,28.1,75.5,44.0,34.5,0.2,0.2,0.2,286.0,47.0,7.0,0.0,2.0,345478.0,150341.0,25431.0,7210.0,4604.0,14484.0,42994.0,82145.0,5866.0,47247.0,292.0,19651.9202,16760.6245
Uttar Pradesh,Pilibhit,362573.0,2031007.0,52.24,52.0,40.1,57.3,6.4,5.0,17.5,19.5,8.6,3.7,80.2,76.2,21.4,1458.0,48.1,76.8,100.0,86.8,28.5,15.5,0.2,38.2,4.9,39.4,38.9,20.1,16.4,21.4,67.5,43.6,26.3,0.2,0.9,0.4,199.0,28.0,9.0,0.0,2.0,296038.0,106565.0,6527.0,3004.0,6575.0,3607.0,14433.0,13195.0,4928.0,26620.0,156.0,7281.5126,5857.2916
Uttar Pradesh,Pratapgarh,533546.0,3209141.0,60.19,48.9,27.1,58.0,8.2,6.9,22.3,17.6,2.8,1.6,93.1,90.8,14.9,3814.0,37.1,52.0,97.8,92.5,49.7,9.0,0.5,41.4,11.9,27.7,35.5,10.0,19.6,25.0,57.2,30.6,22.8,0.0,0.0,0.2,355.0,60.0,21.0,0.0,2.0,481251.0,122752.0,6780.0,18176.0,29456.0,16907.0,53361.0,22676.0,10026.0,15525.0,255.0,16516.1754,5651.4994
Uttar Pradesh,Prayagraj,,,,46.4,43.0,50.5,7.7,6.3,17.7,12.6,3.8,0.7,85.5,83.2,20.6,2243.0,45.1,59.5,95.8,95.0,47.6,12.5,0.2,44.6,11.9,32.6,37.9,15.1,17.3,25.5,58.3,45.9,22.3,0.4,1.4,0.7,581.0,86.0,20.0,0.0,5.0,692126.0,252510.0,14424.0,26523.0,40885.0,18846.0,78060.0,48866.0,17176.0,26765.0,606.0,73448.584,27043.6211
Uttar Pradesh,Rae Bareli,619707.0,3405559.0,57.72,48.2,44.4,76.4,3.1,3.9,17.9,19.4,2.1,4.0,90.8,89.5,16.8,1963.0,39.4,55.0,98.1,88.9,36.1,16.5,0.5,50.4,11.8,28.8,47.0,13.0,18.5,18.7,58.8,43.6,16.0,0.2,1.4,0.7,352.0,53.0,19.0,0.0,2.0,483727.0,157727.0,7344.0,13808.0,20622.0,4521.0,33846.0,23156.0,6388.0,20576.0,318.0,17284.3325,8893.6857
